date,mandi_id,avg_rainfall_mm,avg_temperature_c,total_arrival_qtl
2026-01-06,MANDI021,41.9,,451.48
2026-01-06,MANDI028,,30.7,218.92999999999998
2026-01-06,MANDI032,12.9,15.11111111111111,186.33
2026-01-06,MANDI033,15.748,33.4,1139.78
2026-01-06,MANDI034,15.933333333333332,35.5,297.5
2026-01-06,MANDI036,5.842,20.3,586.01
2026-01-06,MANDI039,47.0,37.5,69.73
2026-01-06,MANDI042,35.8,28.16111111111111,158.63
2026-01-06,MANDI043,45.5,17.8,693.8199999999999
2026-01-06,MANDI044,38.3,19.77777777777777,73.94
2026-01-06,MANDI046,8.7,25.0,302.58
2026-01-07,MANDI003,3.556,25.11111111111111,230.31
2026-01-07,MANDI004,13.7,24.644444444444446,522.4300000000001
2026-01-07,MANDI005,8.4,28.9,237.8
2026-01-07,MANDI007,17.276999999999997,27.61111111111111,319.54999999999995
2026-01-07,MANDI008,29.965999999999998,15.4,249.5
2026-01-07,MANDI009,13.4,37.25,468.1
2026-01-07,MANDI011,39.242999999999995,17.6,226.72
2026-01-07,MANDI012,31.842000000000002,32.64074074074074,587.63
2026-01-07,MANDI015,5.1,25.333333333333336,442.02
2026-01-07,MANDI019,29.21,15.1,1290.9
2026-01-07,MANDI022,31.372999999999998,38.388888888888886,386.11
2026-01-07,MANDI023,9.0,29.5,195.32
2026-01-07,MANDI024,19.218,24.900000000000002,88.52000000000001
2026-01-07,MANDI026,25.953333333333333,31.233333333333334,616.06
2026-01-07,MANDI027,15.609,21.049999999999997,486.91
2026-01-07,MANDI028,21.950000000000003,23.13888888888889,72.06
2026-01-07,MANDI029,25.6,37.8,181.37
2026-01-07,MANDI032,6.0,21.3,110.9
2026-01-07,MANDI033,34.545,32.7,290.7
2026-01-07,MANDI034,15.5,37.19444444444444,335.97
2026-01-07,MANDI035,,,82.97
2026-01-07,MANDI037,20.7,31.7,230.79000000000002
2026-01-07,MANDI038,,16.8,745.02
2026-01-07,MANDI041,36.57599999999999,28.88888888888889,700.3
2026-01-07,MANDI045,4.7,35.5,195.58
2026-01-07,MANDI048,23.08,21.958333333333332,390.08
2026-01-07,MANDI050,43.0,24.3,10.6
2026-01-08,MANDI001,23.9,,289.39
2026-01-08,MANDI002,36.0,33.45,314.93
2026-01-08,MANDI004,16.2,18.000000000000004,192.95
2026-01-08,MANDI007,2.032,23.4,88.19
2026-01-08,MANDI008,24.765,27.6,140.02
2026-01-08,MANDI009,,37.888888888888886,918.8
2026-01-08,MANDI010,35.0,34.0,479.3
2026-01-08,MANDI011,49.6,21.722222222222214,268.44
2026-01-08,MANDI021,21.9,35.6,409.66
2026-01-08,MANDI024,33.0,34.6,381.71
2026-01-08,MANDI028,12.200000000000001,17.22222222222222,736.75
2026-01-08,MANDI029,35.2,35.8,29.68
2026-01-08,MANDI033,39.1,17.2,467.41
2026-01-08,MANDI034,,34.77777777777778,340.83
2026-01-08,MANDI036,32.4,21.6,884.71
2026-01-08,MANDI038,,30.0,369.03
2026-01-08,MANDI039,43.4,30.88888888888889,474.09000000000003
2026-01-08,MANDI040,11.938,39.11111111111112,319.57
2026-01-08,MANDI041,10.232,21.5,381.73
2026-01-08,MANDI042,14.326,25.7,948.1500000000001
2026-01-08,MANDI044,41.8,23.111111111111107,827.13
2026-01-08,MANDI049,31.242,20.805555555555557,842.6800000000001
2026-01-09,MANDI003,25.1,22.83888888888889,63.24
2026-01-09,MANDI004,34.314,19.866666666666667,399.47
2026-01-09,MANDI005,8.366666666666667,23.45,621.87
2026-01-09,MANDI006,12.1,34.0,1374.0900000000001
2026-01-09,MANDI008,33.8,31.5,306.41
2026-01-09,MANDI010,13.955333333333334,34.06111111111111,575.29
2026-01-09,MANDI011,28.5,33.888888888888886,433.15999999999997
2026-01-09,MANDI012,6.8,26.0,839.71
2026-01-09,MANDI014,34.2,23.1,447.78
2026-01-09,MANDI022,35.3,27.61111111111111,77.21999999999998
2026-01-09,MANDI023,41.176,26.43888888888889,389.59
2026-01-09,MANDI025,7.6499999999999995,22.450000000000003,460.12
2026-01-09,MANDI026,43.8,19.5,895.14
2026-01-09,MANDI027,19.3,31.3,361.11
2026-01-09,MANDI029,8.213,33.85,322.03000000000003
2026-01-09,MANDI031,49.9,34.5,137.39
2026-01-09,MANDI033,14.024000000000001,24.0,678.01
2026-01-09,MANDI035,26.299999999999997,34.5,329.53
2026-01-09,MANDI037,,33.7,17.66
2026-01-09,MANDI038,32.0,21.0,1290.11
2026-01-09,MANDI043,1.1,32.599999999999994,484.82
2026-01-09,MANDI044,31.299999999999997,37.35555555555556,1192.76
2026-01-09,MANDI045,7.0,26.549999999999997,534.74
2026-01-09,MANDI049,3.4,37.388888888888886,339.93
2026-01-10,MANDI007,27.450999999999997,32.8,654.51
2026-01-10,MANDI011,37.592,38.9,77.38
2026-01-10,MANDI013,,,13.09
2026-01-10,MANDI017,37.055,33.08888888888889,400.4
2026-01-10,MANDI023,19.9,39.9,124.18
2026-01-10,MANDI024,,22.8,696.26
2026-01-10,MANDI028,,36.5,60.67
2026-01-10,MANDI029,14.2,26.255555555555553,51.61
2026-01-10,MANDI032,10.7,23.77777777777778,422.68
2026-01-10,MANDI035,26.739333333333335,23.49259259259259,345.47
2026-01-10,MANDI044,,38.5,639.86
2026-01-10,MANDI047,21.721333333333334,26.9,139.39
2026-01-10,MANDI048,18.7,26.4,1105.5
2026-01-10,MANDI049,10.2,38.47222222222222,376.2
2026-01-11,MANDI005,18.162,17.9,134.0
2026-01-11,MANDI006,11.0,25.09444444444444,28.16
2026-01-11,MANDI008,2.54,19.61111111111111,398.34
2026-01-11,MANDI013,29.1,25.72222222222222,576.39
2026-01-11,MANDI018,,23.3,317.83
2026-01-11,MANDI020,30.873333333333335,26.78333333333333,226.08
2026-01-11,MANDI021,31.15,25.825925925925926,368.76
2026-01-11,MANDI022,28.275,27.71111111111111,153.18
2026-01-11,MANDI025,,36.2,23.24
2026-01-11,MANDI034,22.225,32.75,469.35
2026-01-11,MANDI039,28.701999999999995,38.2,454.59
2026-01-11,MANDI041,29.5,27.055555555555557,564.36
2026-01-11,MANDI046,14.736,17.11111111111111,393.27
2026-01-11,MANDI047,21.8,17.5,417.13
2026-01-11,MANDI048,10.0,37.5,174.29
2026-01-11,MANDI049,41.7,39.4,545.0
2026-01-11,MANDI050,41.4,19.88888888888889,308.05
2026-01-12,MANDI002,19.5,17.7,275.18
2026-01-12,MANDI006,12.433333333333335,26.351851851851848,375.8
2026-01-12,MANDI008,18.9,29.5,175.45
2026-01-12,MANDI021,8.3,,105.42
2026-01-12,MANDI023,42.647999999999996,20.35,369.07
2026-01-12,MANDI025,1.9,23.3,553.9200000000001
2026-01-12,MANDI026,27.686,,85.47
2026-01-12,MANDI032,,19.3,353.7099999999999
2026-01-12,MANDI038,37.9,,340.56
2026-01-12,MANDI039,24.3,20.0,344.17
2026-01-12,MANDI042,22.96,18.7,751.65
2026-01-12,MANDI043,14.9,26.225925925925925,172.0
2026-01-13,MANDI001,31.597,38.61111111111112,140.36
2026-01-13,MANDI007,2.0,29.6,119.44
2026-01-13,MANDI008,20.085,23.22222222222222,873.11
2026-01-13,MANDI012,18.2,16.4,348.56
2026-01-13,MANDI013,35.306,,441.63
2026-01-13,MANDI021,41.6,31.7,460.89
2026-01-13,MANDI024,,,410.76
2026-01-13,MANDI025,47.9,29.7,80.4
2026-01-13,MANDI028,36.45,27.222222222222218,518.21
2026-01-13,MANDI030,6.858,33.138888888888886,242.39
2026-01-13,MANDI035,,18.0,554.04
2026-01-13,MANDI036,43.2,23.583333333333336,341.33
2026-01-13,MANDI040,23.6,37.27777777777778,230.9
2026-01-13,MANDI043,23.9,31.61111111111111,145.57
2026-01-13,MANDI046,31.7,28.8,441.83
2026-01-13,MANDI047,22.606,17.0,286.87
2026-01-13,MANDI048,41.455,24.555555555555557,753.66
2026-01-13,MANDI050,50.038,15.38888888888889,974.69
2026-01-14,MANDI002,19.6,20.8,456.91999999999996
2026-01-14,MANDI004,17.0,27.77777777777778,520.89
2026-01-14,MANDI006,26.593000000000004,37.888888888888886,593.74
2026-01-14,MANDI010,49.784,24.0,632.41
2026-01-14,MANDI011,30.9,26.38888888888889,314.18
2026-01-14,MANDI012,22.450000000000003,29.07037037037037,227.11
2026-01-14,MANDI013,27.8,29.8,708.54
2026-01-14,MANDI015,25.099999999999998,24.207407407407405,325.03
2026-01-14,MANDI016,24.384,28.111111111111107,405.43
2026-01-14,MANDI021,40.259,23.527777777777782,486.9
2026-01-14,MANDI022,40.7,21.207407407407405,133.11
2026-01-14,MANDI025,6.0,20.7,261.61
2026-01-14,MANDI026,14.1,25.0,736.6899999999999
2026-01-14,MANDI030,,24.9,117.69
2026-01-14,MANDI031,18.034,34.111111111111114,374.1
2026-01-14,MANDI034,46.2,26.8,196.82
2026-01-14,MANDI036,,19.7,778.29
2026-01-14,MANDI040,33.7,25.11111111111111,318.21
2026-01-14,MANDI041,1.8,38.6,655.2
2026-01-14,MANDI043,23.8,31.06111111111111,554.28
2026-01-14,MANDI044,27.5,27.77777777777778,629.0300000000001
2026-01-14,MANDI050,,16.0,810.14
2026-01-15,MANDI001,32.5,26.155555555555555,479.97
2026-01-15,MANDI002,39.5,25.755555555555553,902.71
2026-01-15,MANDI003,19.2,17.11111111111111,270.69
2026-01-15,MANDI006,43.18,16.5,221.89
2026-01-15,MANDI007,34.036,27.35,171.78
2026-01-15,MANDI010,44.191,33.861111111111114,1192.78
2026-01-15,MANDI013,,35.27777777777778,1000.74
2026-01-15,MANDI014,13.1,22.95,391.13
2026-01-15,MANDI015,,33.611111111111114,45.76
2026-01-15,MANDI016,,,53.959999999999994
2026-01-15,MANDI017,4.318,24.61111111111111,398.54
2026-01-15,MANDI019,14.986,39.4,174.63
2026-01-15,MANDI020,9.4,34.1,367.06
2026-01-15,MANDI021,32.2,18.77777777777778,270.75
2026-01-15,MANDI022,,24.27777777777778,51.8
2026-01-15,MANDI023,9.5,,248.59000000000003
2026-01-15,MANDI027,3.302,25.5,289.4
2026-01-15,MANDI029,31.95,28.700000000000003,463.75
2026-01-15,MANDI032,1.5239999999999998,18.9,942.69
2026-01-15,MANDI035,39.43333333333333,32.09444444444444,399.26
2026-01-15,MANDI039,,26.8,429.6
2026-01-15,MANDI041,4.5,24.7,266.72
2026-01-15,MANDI043,29.9,31.72222222222222,401.51
2026-01-16,MANDI002,20.6,30.0,116.69
2026-01-16,MANDI003,21.8,17.72222222222222,142.16
2026-01-16,MANDI006,31.9,31.38888888888889,78.89
2026-01-16,MANDI007,18.796,33.0,521.53
2026-01-16,MANDI009,17.022666666666666,30.650000000000002,320.5
2026-01-16,MANDI010,27.558999999999997,25.35,919.05
2026-01-16,MANDI011,28.5,27.862962962962964,358.12
2026-01-16,MANDI012,16.3,30.27777777777778,67.46000000000001
2026-01-16,MANDI013,45.7,26.5,896.85
2026-01-16,MANDI015,21.4,30.7,486.27
2026-01-16,MANDI016,7.9,32.8,1057.6599999999999
2026-01-16,MANDI018,33.8,,82.22
2026-01-16,MANDI024,8.1,37.7,634.19
2026-01-16,MANDI026,14.9,29.71111111111111,37.08
2026-01-16,MANDI027,6.2,38.96111111111111,467.39
2026-01-16,MANDI029,13.959000000000001,36.0,402.04
2026-01-16,MANDI032,29.950000000000003,27.238888888888887,474.59
2026-01-16,MANDI035,30.2,29.42777777777778,17.97
2026-01-16,MANDI036,48.00599999999999,30.2,811.63
2026-01-16,MANDI038,31.900000000000002,33.111111111111114,541.05
2026-01-16,MANDI046,42.7,,413.07
2026-01-16,MANDI047,30.5,,271.37
2026-01-16,MANDI048,19.8,25.777777777777786,274.84000000000003
2026-01-17,MANDI004,12.8,,359.09
2026-01-17,MANDI006,32.6,29.861111111111114,424.84
2026-01-17,MANDI010,26.82,29.999999999999996,292.14
2026-01-17,MANDI016,30.5,29.72222222222222,254.61
2026-01-17,MANDI017,36.1,19.0,823.33
2026-01-17,MANDI021,46.753,39.59444444444444,333.68
2026-01-17,MANDI022,7.874,,174.08
2026-01-17,MANDI023,45.212,23.8,22.75
2026-01-17,MANDI027,37.25,33.75,109.76
2026-01-17,MANDI028,27.05,31.87037037037037,113.72
2026-01-17,MANDI029,43.5,27.11111111111111,298.76
2026-01-17,MANDI030,19.4,33.0,369.28999999999996
2026-01-17,MANDI033,16.425,24.22777777777778,564.1800000000001
2026-01-17,MANDI035,42.70533333333333,34.13333333333333,307.32
2026-01-17,MANDI038,,32.888888888888886,551.37
2026-01-17,MANDI041,48.0,33.77777777777778,243.51
2026-01-17,MANDI045,49.6,20.3,560.13
2026-01-17,MANDI046,37.084,29.22222222222222,527.78
2026-01-17,MANDI047,14.35,36.9,76.92
2026-01-17,MANDI048,31.1,24.4,321.02
2026-01-18,MANDI005,14.731999999999998,26.450000000000003,373.62
2026-01-18,MANDI007,31.567,26.829629629629633,282.58
2026-01-18,MANDI008,37.8,18.3,605.78
2026-01-18,MANDI009,44.8,,204.88
2026-01-18,MANDI012,16.2,38.9,246.84
2026-01-18,MANDI013,41.0,33.9,270.14
2026-01-18,MANDI017,25.7,31.35,501.94
2026-01-18,MANDI020,9.1,,580.92
2026-01-18,MANDI022,26.3,16.6,1048.6100000000001
2026-01-18,MANDI026,16.933333333333334,28.38888888888889,44.49
2026-01-18,MANDI027,28.2,32.888888888888886,675.21
2026-01-18,MANDI028,38.9,27.66111111111111,945.74
2026-01-18,MANDI029,2.54,,280.78
2026-01-18,MANDI033,37.338,32.388888888888886,396.43
2026-01-18,MANDI034,27.0,,422.11
2026-01-18,MANDI036,,34.611111111111114,304.0
2026-01-18,MANDI037,28.0,24.3,951.71
2026-01-18,MANDI046,28.448,26.805555555555557,1125.58
2026-01-19,MANDI002,28.1,23.35,287.81
2026-01-19,MANDI007,,23.3,77.97
2026-01-19,MANDI008,5.334,37.11111111111112,322.03
2026-01-19,MANDI009,36.1,,46.67
2026-01-19,MANDI013,44.95,20.5,155.04
2026-01-19,MANDI014,32.004,17.3,290.17
2026-01-19,MANDI015,34.516666666666666,22.72962962962963,324.75
2026-01-19,MANDI016,0.9,31.72222222222222,289.02
2026-01-19,MANDI017,18.464,27.774074074074075,43.45
2026-01-19,MANDI021,45.212,16.61111111111111,663.52
2026-01-19,MANDI023,44.1,18.22222222222222,562.71
2026-01-19,MANDI028,46.4,16.7,1305.6399999999999
2026-01-19,MANDI030,18.375,30.044444444444444,409.65999999999997
2026-01-19,MANDI031,24.892,18.3,462.88
2026-01-19,MANDI032,4.8,27.7,832.4
2026-01-19,MANDI036,40.386,,774.72
2026-01-19,MANDI041,12.3,22.2,323.97
2026-01-19,MANDI043,16.1,33.83333333333333,361.0
2026-01-19,MANDI044,29.650000000000002,19.361111111111114,447.56
2026-01-19,MANDI047,25.099999999999998,24.93703703703704,1078.38
2026-01-19,MANDI049,34.815999999999995,32.27407407407407,745.0200000000001
2026-01-19,MANDI050,32.1,33.5,1432.56
2026-01-20,MANDI002,29.972,35.22222222222222,51.22
2026-01-20,MANDI003,34.036,38.7,736.4
2026-01-20,MANDI004,9.642,31.944444444444446,196.35
2026-01-20,MANDI007,4.0,25.994444444444444,156.67
2026-01-20,MANDI008,15.1,33.5,1337.99
2026-01-20,MANDI011,22.633333333333336,29.03888888888889,713.0799999999999
2026-01-20,MANDI016,11.95,22.805555555555557,323.51
2026-01-20,MANDI018,11.45,34.55,79.19
2026-01-20,MANDI019,2.54,38.3,34.37
2026-01-20,MANDI021,21.0,,463.91
2026-01-20,MANDI023,23.114,32.988888888888894,93.02
2026-01-20,MANDI024,45.72,,723.47
2026-01-20,MANDI025,19.4,26.703703703703706,323.22
2026-01-20,MANDI026,48.3,32.388888888888886,386.08
2026-01-20,MANDI031,,38.388888888888886,633.72
2026-01-20,MANDI033,34.744,21.8,268.89
2026-01-20,MANDI037,18.034,,444.72
2026-01-20,MANDI042,7.7,23.4,924.43
2026-01-20,MANDI044,2.9,15.0,555.31
2026-01-20,MANDI046,39.878,28.111111111111107,50.31
2026-01-20,MANDI050,5.08,23.88888888888889,455.91
2026-01-21,MANDI001,33.339,37.0,358.76000000000005
2026-01-21,MANDI002,34.4,30.72222222222222,326.84
2026-01-21,MANDI003,32.0,21.38888888888889,336.29
2026-01-21,MANDI005,,39.7,662.4100000000001
2026-01-21,MANDI006,21.2,33.3,640.1000000000001
2026-01-21,MANDI011,33.1,39.09444444444444,423.37
2026-01-21,MANDI014,36.1,29.7,380.59
2026-01-21,MANDI015,32.2,26.23888888888889,761.56
2026-01-21,MANDI017,7.2,25.7,596.5500000000001
2026-01-21,MANDI020,32.512,19.166666666666664,411.73
2026-01-21,MANDI021,21.572,19.00740740740741,481.78
2026-01-21,MANDI025,13.8,15.1,834.1700000000001
2026-01-21,MANDI027,9.7,17.77777777777778,414.8
2026-01-21,MANDI029,33.2,26.3,273.46
2026-01-21,MANDI030,14.9,,158.81
2026-01-21,MANDI031,27.845,18.5,480.94
2026-01-21,MANDI033,48.8,20.72222222222222,465.65000000000003
2026-01-21,MANDI035,48.1,20.3,1090.3600000000001
2026-01-21,MANDI036,27.375,30.2,575.53
2026-01-21,MANDI037,18.45,27.722222222222225,146.21
2026-01-21,MANDI038,2.3,24.222222222222214,322.36
2026-01-21,MANDI041,28.71,23.333333333333336,459.90999999999997
2026-01-21,MANDI044,19.5,16.2,852.96
2026-01-21,MANDI048,36.833333333333336,25.444444444444443,1004.1000000000001
2026-01-21,MANDI049,23.255000000000003,22.094444444444445,59.33
2026-01-22,MANDI004,12.1,28.09444444444444,576.13
2026-01-22,MANDI007,24.243000000000002,19.855555555555554,250.96
2026-01-22,MANDI009,31.7,26.1,483.34999999999997
2026-01-22,MANDI011,15.7,28.500000000000007,1255.67
2026-01-22,MANDI012,24.8,24.7,664.48
2026-01-22,MANDI015,28.1,38.72222222222222,213.33
2026-01-22,MANDI019,48.5,32.988888888888894,182.01
2026-01-22,MANDI020,16.55,28.77777777777778,821.08
2026-01-22,MANDI021,11.9,29.88888888888889,512.74
2026-01-22,MANDI024,17.8,27.5,432.3
2026-01-22,MANDI025,43.6,21.607407407407404,465.54
2026-01-22,MANDI027,14.224,23.88888888888889,760.53
2026-01-22,MANDI030,12.0,,466.28000000000003
2026-01-22,MANDI032,39.878,28.9,136.48
2026-01-22,MANDI034,25.9,,236.04
2026-01-22,MANDI036,,24.88888888888889,127.44
2026-01-22,MANDI037,32.8,29.11111111111111,250.26
2026-01-22,MANDI041,,18.0,507.06999999999994
2026-01-22,MANDI042,25.4,21.22222222222222,715.0
2026-01-22,MANDI046,10.597,,66.76
2026-01-22,MANDI048,27.7,24.222222222222214,319.14
2026-01-22,MANDI050,29.299999999999997,24.255555555555553,1456.92
2026-01-23,MANDI001,22.479,29.088888888888892,218.23
2026-01-23,MANDI004,24.638,31.0,648.1600000000001
2026-01-23,MANDI005,39.647999999999996,28.737037037037037,153.37
2026-01-23,MANDI009,22.9,34.400000000000006,963.94
2026-01-23,MANDI012,38.3,20.11111111111111,513.22
2026-01-23,MANDI013,22.8,19.6,93.02
2026-01-23,MANDI014,18.537333333333333,21.62962962962963,476.1
2026-01-23,MANDI016,41.92400000000001,19.25,354.9
2026-01-23,MANDI023,30.2,21.305555555555557,76.04
2026-01-23,MANDI025,30.099,32.57037037037038,299.39
2026-01-23,MANDI028,10.7,,88.3
2026-01-23,MANDI037,,30.9,413.76
2026-01-23,MANDI038,2.9,22.4,688.49
2026-01-23,MANDI043,15.0,22.1,1831.37
2026-01-23,MANDI044,21.336,21.7,229.5
2026-01-23,MANDI046,24.9,34.72222222222222,349.35
2026-01-23,MANDI048,29.2,31.77777777777778,1012.6
2026-01-23,MANDI049,9.6,32.4,350.33
2026-01-23,MANDI050,9.4,24.3,96.47
2026-01-24,MANDI001,1.5239999999999998,34.6,306.59
