date,mandi_id,crop_name,avg_modal_price,avg_msp,records_count,below_msp_count
2026-01-02,MANDI008,Sugarcane,3290.76,3500.0,1,1
2026-01-02,MANDI008,Wheat,2288.41,2275.0,1,0
2026-01-02,MANDI009,Cotton,6730.76,6620.0,1,0
2026-01-02,MANDI009,Rice,1994.0,2183.0,1,1
2026-01-02,MANDI013,Sugarcane,3359.8086043077765,3500.0,1,1
2026-01-02,MANDI015,Maize,2018.87,2090.0,1,1
2026-01-02,MANDI016,Cotton,6739.88163167877,6620.0,1,0
2026-01-02,MANDI017,Maize,2286.14,2090.0,1,0
2026-01-02,MANDI018,Maize,2107.94,2090.0,1,0
2026-01-02,MANDI019,Mustard,5315.88,5650.0,1,1
2026-01-02,MANDI021,Sugarcane,3579.0,3500.0,1,0
2026-01-02,MANDI025,Cotton,6560.415,6620.0,2,1
2026-01-02,MANDI029,Wheat,2186.8,2275.0,1,1
2026-01-02,MANDI031,Mustard,6289.0,5650.0,1,0
2026-01-02,MANDI033,Maize,2162.95,2090.0,1,0
2026-01-02,MANDI034,Maize,1853.31,2090.0,1,1
2026-01-02,MANDI035,Sugarcane,3834.77,3500.0,1,0
2026-01-02,MANDI037,Cotton,6518.27,6620.0,1,1
2026-01-02,MANDI037,Maize,2250.0,2090.0,1,0
2026-01-02,MANDI037,Narma,6253.28,6620.0,1,1
2026-01-02,MANDI037,Wheat,2512.848645631308,2275.0,1,0
2026-01-02,MANDI039,Maize,2280.3805277136016,2090.0,1,0
2026-01-02,MANDI039,Wheat,2319.49,2275.0,2,1
2026-01-02,MANDI040,Sugarcane,3361.83,3500.0,1,1
2026-01-02,MANDI042,Sugarcane,3830.61,3500.0,1,0
2026-01-02,MANDI043,Mustard,6103.33,5650.0,1,0
2026-01-02,MANDI043,Sugarcane,3343.04,3500.0,1,1
2026-01-02,MANDI046,Mustard,5444.94,5650.0,1,1
2026-01-02,MANDI049,Cotton,6809.42,6620.0,1,0
2026-01-02,MANDI049,Rice,2064.09,2183.0,1,1
2026-01-02,MANDI052,Mustard,6455.36,5650.0,1,0
2026-01-02,MANDI054,Sugarcane,3649.98,3500.0,1,0
2026-01-02,MANDI057,Mustard,5727.96,5650.0,1,0
2026-01-02,MANDI057,Sugarcane,3928.44,3500.0,1,0
2026-01-03,MANDI003,Maize,2017.0,2090.0,1,1
2026-01-03,MANDI003,Mustard,5717.33,5650.0,1,0
2026-01-03,MANDI004,Rice,2057.0,2183.0,1,1
2026-01-03,MANDI005,Mustard,6003.0,5650.0,1,0
2026-01-03,MANDI007,Mustard,6156.0,5650.0,1,0
2026-01-03,MANDI008,Narma,7130.0,6620.0,1,0
2026-01-03,MANDI008,Rice,2135.34,2183.0,1,1
2026-01-03,MANDI009,Basmati,2541.73,2183.0,1,0
2026-01-03,MANDI011,Maize,2029.37,2090.0,1,1
2026-01-03,MANDI012,Maize,1883.08,2090.0,1,1
2026-01-03,MANDI016,Mustard,5339.71,5650.0,1,1
2026-01-03,MANDI018,Maize,2369.0,2090.0,1,0
2026-01-03,MANDI020,Maize,2050.0,2090.0,1,1
2026-01-03,MANDI020,Mustard,5890.5739036131545,5650.0,2,1
2026-01-03,MANDI021,Wheat,2367.99,2275.0,1,0
2026-01-03,MANDI023,Cotton,6715.19,6620.0,1,0
2026-01-03,MANDI025,Rice,2131.18,2183.0,1,1
2026-01-03,MANDI026,Rice,2521.45,2183.0,1,0
2026-01-03,MANDI027,Cotton,6604.563591265893,6620.0,1,1
2026-01-03,MANDI027,Maize,2284.0,2090.0,1,0
2026-01-03,MANDI029,Rice,2293.0,2183.0,1,0
2026-01-03,MANDI030,Sugarcane,3654.57,3500.0,1,0
2026-01-03,MANDI036,Wheat,2570.0923619943524,2275.0,1,0
2026-01-03,MANDI037,Maize,1933.955579678514,2090.0,1,1
2026-01-03,MANDI042,Wheat,2138.1,2275.0,1,1
2026-01-03,MANDI045,Wheat,2390.07,2275.0,1,0
2026-01-03,MANDI047,Mustard,5860.44,5650.0,1,0
2026-01-03,MANDI047,Rice,2480.0,2183.0,1,0
2026-01-03,MANDI048,Mustard,5739.34706079173,5650.0,1,0
2026-01-03,MANDI048,Sugarcane,3391.32,3500.0,1,1
2026-01-03,MANDI049,Rice,2308.0,2183.0,1,0
2026-01-03,MANDI049,Wheat,2289.261895073784,2275.0,1,0
2026-01-03,MANDI050,Maize,2146.52,2090.0,1,0
2026-01-03,MANDI051,Mustard,6349.51,5650.0,1,0
2026-01-03,MANDI051,Wheat,2180.08,2275.0,1,1
2026-01-03,MANDI052,Maize,2042.49,2090.0,1,1
2026-01-03,MANDI054,Rice,2119.82,2183.0,1,1
2026-01-03,MANDI056,Sugarcane,3893.18,3500.0,1,0
2026-01-03,MANDI057,Sugarcane,3381.53,3500.0,1,1
2026-01-04,MANDI002,Cotton,6238.55,6620.0,1,1
2026-01-04,MANDI006,Rice,2137.2,2183.0,1,1
2026-01-04,MANDI008,Mustard,5651.0,5650.0,1,0
2026-01-04,MANDI011,Mustard,5875.77,5650.0,1,0
2026-01-04,MANDI012,Cotton,6767.212764113795,6620.0,1,0
2026-01-04,MANDI012,Sugarcane,3589.0,3500.0,1,0
2026-01-04,MANDI012,Wheat,2109.06,2275.0,1,1
2026-01-04,MANDI013,Sugarcane,3919.0,3500.0,1,0
2026-01-04,MANDI014,Maize,2153.00096317549,2090.0,1,0
2026-01-04,MANDI014,Narma,6750.833550446555,6620.0,1,0
2026-01-04,MANDI015,Cotton,7289.0,6620.0,1,0
2026-01-04,MANDI018,Cotton,7026.0,6620.0,1,0
2026-01-04,MANDI018,Sugarcane,3532.5,3500.0,2,1
2026-01-04,MANDI019,Wheat,2284.0,2275.0,1,0
2026-01-04,MANDI020,Sugarcane,3802.0,3500.0,1,0
2026-01-04,MANDI020,Wheat,2149.7378567752726,2275.0,2,2
2026-01-04,MANDI022,Mustard,6484.0,5650.0,1,0
2026-01-04,MANDI022,Wheat,2453.91,2275.0,1,0
2026-01-04,MANDI024,Wheat,2285.47,2275.0,1,0
2026-01-04,MANDI026,Mustard,6037.59,5650.0,1,0
2026-01-04,MANDI030,Basmati,2134.36,2183.0,1,1
2026-01-04,MANDI031,Cotton,7191.25,6620.0,1,0
2026-01-04,MANDI037,Cotton,6360.0,6620.0,1,1
2026-01-04,MANDI042,Cotton,6381.0,6620.0,1,1
2026-01-04,MANDI048,Maize,2019.16,2090.0,1,1
2026-01-04,MANDI048,Mustard,5342.14,5650.0,1,1
2026-01-04,MANDI053,Wheat,2027.0,2275.0,1,1
2026-01-04,MANDI054,Cotton,7147.99,6620.0,1,0
2026-01-04,MANDI055,Sugarcane,3307.59,3500.0,1,1
2026-01-05,MANDI001,Maize,2135.0,2090.0,1,0
2026-01-05,MANDI007,Rice,2129.5911521134008,2183.0,1,1
2026-01-05,MANDI010,Cotton,6642.14,6620.0,1,0
2026-01-05,MANDI011,Maize,2210.6,2090.0,1,0
2026-01-05,MANDI011,Wheat,2545.0,2275.0,1,0
2026-01-05,MANDI018,Mustard,6457.83,5650.0,1,0
2026-01-05,MANDI019,Wheat,2001.0,2275.0,1,1
2026-01-05,MANDI020,Cotton,6262.0,6620.0,1,1
2026-01-05,MANDI021,Cotton,7119.98,6620.0,1,0
2026-01-05,MANDI025,Maize,2164.77,2090.0,1,0
2026-01-05,MANDI025,Sugarcane,3874.77,3500.0,1,0
2026-01-05,MANDI026,Rice,2336.4671697602416,2183.0,1,0
2026-01-05,MANDI030,Mustard,5806.15,5650.0,1,0
2026-01-05,MANDI035,Sugarcane,3686.11,3500.0,1,0
2026-01-05,MANDI036,Cotton,6415.17,6620.0,1,1
2026-01-05,MANDI038,Maize,2001.86,2090.0,1,1
2026-01-05,MANDI039,Mustard,6511.0,5650.0,1,0
2026-01-05,MANDI039,Sugarcane,3814.67,3500.0,1,0
2026-01-05,MANDI040,Rice,2341.0,2183.0,1,0
2026-01-05,MANDI041,Cotton,6306.3,6620.0,1,1
2026-01-05,MANDI041,Mustard,5861.06,5650.0,1,0
2026-01-05,MANDI045,Maize,1992.41,2090.0,1,1
2026-01-05,MANDI045,Mustard,5673.0,5650.0,1,0
2026-01-05,MANDI048,Wheat,2531.14,2275.0,1,0
2026-01-05,MANDI049,Mustard,6393.0,5650.0,1,0
2026-01-05,MANDI050,Wheat,2029.0,2275.0,1,1
2026-01-05,MANDI051,Mustard,5785.56,5650.0,1,0
2026-01-05,MANDI052,Mustard,6443.4,5650.0,1,0
2026-01-05,MANDI057,Mustard,5929.97,5650.0,1,0
2026-01-05,MANDI057,Wheat,2053.56,2275.0,1,1
2026-01-06,MANDI001,Rice,2406.59,2183.0,1,0
2026-01-06,MANDI003,Cotton,6968.93,6620.0,1,0
2026-01-06,MANDI004,Sugarcane,3597.5886730294324,3500.0,1,0
2026-01-06,MANDI007,Mustard,5837.0,5650.0,1,0
2026-01-06,MANDI008,Cotton,7027.13,6620.0,1,0
2026-01-06,MANDI010,Sugarcane,3676.90529856368,3500.0,1,0
2026-01-06,MANDI010,Wheat,2243.7828627824,2275.0,2,1
2026-01-06,MANDI016,Wheat,2253.0,2275.0,1,1
2026-01-06,MANDI017,Cotton,6280.0,6620.0,1,1
2026-01-06,MANDI017,Maize,1969.92,2090.0,1,1
2026-01-06,MANDI020,Sugarcane,3921.0,3500.0,1,0
2026-01-06,MANDI021,Maize,2107.63,2090.0,2,1
2026-01-06,MANDI029,Maize,2308.62,2090.0,1,0
2026-01-06,MANDI030,Rice,2448.23,2183.0,1,0
2026-01-06,MANDI030,Sugarcane,3441.12,3500.0,1,1
2026-01-06,MANDI033,Sugarcane,3472.22,3500.0,1,1
2026-01-06,MANDI036,Cotton,6282.0,6620.0,1,1
2026-01-06,MANDI036,Mustard,6232.6,5650.0,1,0
2026-01-06,MANDI038,Maize,2169.2793631315694,2090.0,1,0
2026-01-06,MANDI038,Rice,2369.63,2183.0,1,0
2026-01-06,MANDI042,Maize,2144.0,2090.0,1,0
2026-01-06,MANDI043,Basmati,2264.0,2183.0,1,0
2026-01-06,MANDI043,Mustard,5341.0,5650.0,1,1
2026-01-06,MANDI047,Maize,1992.63,2090.0,1,1
2026-01-06,MANDI047,Rice,2048.93,2183.0,1,1
2026-01-06,MANDI047,Wheat,2160.48,2275.0,1,1
2026-01-06,MANDI048,Mustard,5828.23,5650.0,1,0
2026-01-06,MANDI056,Rice,2217.37,2183.0,1,0
2026-01-06,MANDI057,Rice,2230.49,2183.0,1,0
2026-01-07,MANDI004,Rice,2267.277682406697,2183.0,1,0
2026-01-07,MANDI005,Sugarcane,3683.0,3500.0,1,0
2026-01-07,MANDI011,Mustard,6158.0,5650.0,1,0
2026-01-07,MANDI012,Wheat,2190.99,2275.0,1,1
2026-01-07,MANDI014,Rice,2336.0,2183.0,1,0
2026-01-07,MANDI025,Mustard,5929.0,5650.0,1,0
2026-01-07,MANDI026,Sugarcane,3195.0,3500.0,1,1
2026-01-07,MANDI033,Wheat,2430.295,2275.0,2,0
2026-01-07,MANDI036,Sugarcane,3506.0,3500.0,1,0
2026-01-07,MANDI037,Wheat,2084.0,2275.0,1,1
2026-01-07,MANDI038,Rice,2310.0,2183.0,1,0
2026-01-07,MANDI039,Rice,2539.0,2183.0,1,0
2026-01-07,MANDI041,Cotton,7300.48,6620.0,1,0
2026-01-07,MANDI043,Rice,2059.1086837177445,2183.0,1,1
2026-01-07,MANDI044,Rice,2276.29,2183.0,1,0
2026-01-07,MANDI047,Narma,6283.07,6620.0,1,1
2026-01-07,MANDI048,Maize,1953.01,2090.0,1,1
2026-01-07,MANDI049,Maize,2047.55,2090.0,1,1
2026-01-07,MANDI050,Wheat,2269.24,2275.0,1,1
2026-01-07,MANDI055,Maize,2110.94,2090.0,1,0
2026-01-07,MANDI055,Wheat,2384.74,2275.0,1,0
2026-01-07,MANDI057,Maize,1943.988790537892,2090.0,1,1
2026-01-08,MANDI001,Wheat,2442.0,2275.0,1,0
2026-01-08,MANDI004,Mustard,5173.0,5650.0,1,1
2026-01-08,MANDI005,Wheat,2030.42,2275.0,1,1
2026-01-08,MANDI006,Wheat,2303.0,2275.0,1,0
2026-01-08,MANDI010,Rice,2460.2,2183.0,2,0
2026-01-08,MANDI012,Rice,2294.33,2183.0,1,0
2026-01-08,MANDI016,Rice,2256.24,2183.0,1,0
2026-01-08,MANDI018,Mustard,6362.0,5650.0,1,0
2026-01-08,MANDI023,Sugarcane,3953.0,3500.0,1,0
2026-01-08,MANDI027,Sugarcane,3362.0,3500.0,1,1
2026-01-08,MANDI028,Maize,1996.0,2090.0,1,1
2026-01-08,MANDI032,Mustard,5890.775,5650.0,2,1
2026-01-08,MANDI034,Maize,1877.13,2090.0,1,1
2026-01-08,MANDI034,Wheat,2256.23,2275.0,1,1
2026-01-08,MANDI037,Mustard,5377.0,5650.0,1,1
2026-01-08,MANDI043,Rice,2392.0,2183.0,1,0
2026-01-08,MANDI045,Maize,1963.0,2090.0,1,1
2026-01-08,MANDI049,Sugarcane,3866.31,3500.0,1,0
2026-01-08,MANDI050,Maize,2135.68164199338,2090.0,1,0
2026-01-08,MANDI054,Mustard,5553.91,5650.0,1,1
2026-01-09,MANDI001,Sugarcane,3982.9,3500.0,1,0
2026-01-09,MANDI005,Sugarcane,3855.49,3500.0,1,0
2026-01-09,MANDI006,Maize,2046.0,2090.0,1,1
2026-01-09,MANDI006,Sugarcane,3588.850287018544,3500.0,1,0
2026-01-09,MANDI009,Wheat,2293.77,2275.0,1,0
2026-01-09,MANDI011,Maize,2198.81,2090.0,1,0
2026-01-09,MANDI011,Rice,1935.06,2183.0,1,1
2026-01-09,MANDI016,Basmati,2252.12,2183.0,1,0
2026-01-09,MANDI016,Rice,2250.66,2183.0,1,0
2026-01-09,MANDI017,Mustard,5605.0,5650.0,1,1
2026-01-09,MANDI019,Wheat,2366.86,2275.0,1,0
2026-01-09,MANDI022,Mustard,5639.0,5650.0,1,1
2026-01-09,MANDI023,Sugarcane,3705.87,3500.0,1,0
2026-01-09,MANDI024,Maize,2058.56,2090.0,1,1
2026-01-09,MANDI027,Narma,7033.51,6620.0,1,0
2026-01-09,MANDI029,Mustard,6182.25,5650.0,1,0
2026-01-09,MANDI032,Rice,2220.93,2183.0,1,0
2026-01-09,MANDI033,Sugarcane,3836.0,3500.0,1,0
2026-01-09,MANDI035,Cotton,6113.41,6620.0,1,1
2026-01-09,MANDI035,Sugarcane,3535.15,3500.0,1,0
2026-01-09,MANDI036,Wheat,2324.57,2275.0,1,0
2026-01-09,MANDI039,Wheat,2241.0,2275.0,1,1
2026-01-09,MANDI042,Wheat,2118.44,2275.0,1,1
2026-01-09,MANDI048,Mustard,5707.8,5650.0,1,0
2026-01-09,MANDI049,Maize,2262.35,2090.0,2,0
2026-01-09,MANDI050,Cotton,7052.144333764811,6620.0,1,0
2026-01-09,MANDI052,Rice,2568.0,2183.0,1,0
2026-01-09,MANDI052,Wheat,2053.0,2275.0,1,1
2026-01-09,MANDI055,Sugarcane,3540.84,3500.0,1,0
2026-01-09,MANDI056,Mustard,5514.0,5650.0,1,1
2026-01-09,MANDI057,Rice,2215.18,2183.0,1,0
2026-01-10,MANDI005,Rice,2264.15,2183.0,1,0
2026-01-10,MANDI010,Maize,1912.3,2090.0,1,1
2026-01-10,MANDI013,Rice,2395.91,2183.0,1,0
2026-01-10,MANDI013,Sugarcane,3339.59,3500.0,1,1
2026-01-10,MANDI024,Maize,2222.0,2090.0,1,0
2026-01-10,MANDI028,Wheat,2150.52,2275.0,1,1
2026-01-10,MANDI037,Mustard,5772.66,5650.0,1,0
2026-01-10,MANDI038,Maize,2029.47,2090.0,1,1
2026-01-10,MANDI039,Rice,2179.88,2183.0,1,1
2026-01-10,MANDI041,Maize,2051.0,2090.0,1,1
2026-01-10,MANDI041,Rice,2035.0,2183.0,1,1
2026-01-10,MANDI044,Maize,2155.01,2090.0,1,0
2026-01-10,MANDI047,Wheat,2295.15,2275.0,1,0
2026-01-10,MANDI051,Wheat,2284.0,2275.0,1,0
2026-01-10,MANDI053,Cotton,6724.505,6620.0,2,1
2026-01-11,MANDI001,Sugarcane,3631.02,3500.0,1,0
2026-01-11,MANDI002,Maize,2204.36,2090.0,1,0
2026-01-11,MANDI007,Maize,2202.24,2090.0,1,0
2026-01-11,MANDI016,Wheat,2283.23,2275.0,1,0
2026-01-11,MANDI019,Basmati,2316.76,2183.0,1,0
2026-01-11,MANDI019,Mustard,5846.45,5650.0,1,0
2026-01-11,MANDI021,Mustard,6169.98,5650.0,1,0
2026-01-11,MANDI024,Wheat,2091.13,2275.0,1,1
2026-01-11,MANDI025,Cotton,6774.62,6620.0,1,0
2026-01-11,MANDI028,Cotton,6364.0,6620.0,1,1
2026-01-11,MANDI032,Sugarcane,3853.0,3500.0,1,0
2026-01-11,MANDI039,Sugarcane,3182.505714170637,3500.0,1,1
2026-01-11,MANDI041,Sugarcane,3854.11,3500.0,1,0
2026-01-11,MANDI042,Basmati,2134.945751846355,2183.0,2,1
2026-01-11,MANDI042,Maize,1967.0,2090.0,1,1
2026-01-11,MANDI042,Sugarcane,3261.0,3500.0,1,1
2026-01-11,MANDI054,Cotton,6532.24,6620.0,1,1
2026-01-12,MANDI002,Cotton,7006.0,6620.0,1,0
2026-01-12,MANDI007,Cotton,6829.404753384242,6620.0,1,0
2026-01-12,MANDI013,Wheat,2233.0,2275.0,1,1
2026-01-12,MANDI015,Rice,2274.53,2183.0,1,0
2026-01-12,MANDI015,Wheat,2431.5387527534917,2275.0,1,0
2026-01-12,MANDI019,Wheat,2272.08,2275.0,1,1
2026-01-12,MANDI021,Mustard,5323.0,5650.0,1,1
2026-01-12,MANDI023,Sugarcane,3341.0,3500.0,1,1
2026-01-12,MANDI024,Rice,2366.63,2183.0,1,0
2026-01-12,MANDI027,Mustard,5126.19,5650.0,1,1
2026-01-12,MANDI038,Wheat,2325.0,2275.0,1,0
2026-01-12,MANDI042,Basmati,2263.0,2183.0,1,0
2026-01-12,MANDI042,Narma,7480.62,6620.0,1,0
2026-01-12,MANDI052,Wheat,2556.38,2275.0,1,0
2026-01-12,MANDI054,Rice,2521.0,2183.0,1,0
2026-01-12,MANDI057,Narma,6855.17,6620.0,1,0
2026-01-13,MANDI002,Wheat,2078.672030697876,2275.0,1,1
2026-01-13,MANDI005,Mustard,6276.32,5650.0,1,0
2026-01-13,MANDI006,Cotton,7046.55,6620.0,1,0
2026-01-13,MANDI009,Narma,6898.75,6620.0,1,0
2026-01-13,MANDI014,Mustard,5255.90074029971,5650.0,1,1
2026-01-13,MANDI016,Rice,2142.0,2183.0,1,1
2026-01-13,MANDI016,Wheat,2209.01,2275.0,1,1
2026-01-13,MANDI017,Maize,2133.0,2090.0,1,0
2026-01-13,MANDI017,Rice,2135.0,2183.0,1,1
2026-01-13,MANDI018,Wheat,2569.77,2275.0,1,0
2026-01-13,MANDI020,Maize,2158.42,2090.0,1,0
2026-01-13,MANDI023,Basmati,2379.0,2183.0,1,0
2026-01-13,MANDI023,Cotton,7004.79,6620.0,1,0
2026-01-13,MANDI023,Maize,1975.71,2090.0,1,1
2026-01-13,MANDI024,Sugarcane,3474.04,3500.0,1,1
2026-01-13,MANDI026,Wheat,2297.82,2275.0,1,0
2026-01-13,MANDI029,Sugarcane,3647.282533754086,3500.0,1,0
2026-01-13,MANDI030,Wheat,2261.75,2275.0,1,1
2026-01-13,MANDI032,Rice,2347.568951094236,2183.0,1,0
2026-01-13,MANDI034,Sugarcane,3377.8,3500.0,1,1
2026-01-13,MANDI035,Wheat,2085.7771355989203,2275.0,1,1
2026-01-13,MANDI037,Maize,2241.0,2090.0,1,0
2026-01-13,MANDI037,Narma,6076.58,6620.0,1,1
2026-01-13,MANDI038,Cotton,7165.0,6620.0,1,0
2026-01-13,MANDI039,Sugarcane,3745.98,3500.0,1,0
2026-01-13,MANDI043,Sugarcane,3337.66580929671,3500.0,1,1
2026-01-13,MANDI044,Cotton,6759.48692613094,6620.0,1,0
2026-01-13,MANDI045,Sugarcane,3549.22,3500.0,1,0
2026-01-13,MANDI047,Cotton,5935.2706875709255,6620.0,1,1
2026-01-13,MANDI047,Maize,1973.57,2090.0,1,1
2026-01-13,MANDI048,Cotton,6840.0,6620.0,1,0
2026-01-13,MANDI050,Rice,2015.0,2183.0,1,1
2026-01-13,MANDI051,Mustard,5717.18,5650.0,1,0
2026-01-13,MANDI053,Rice,2121.0,2183.0,1,1
2026-01-13,MANDI054,Cotton,6010.46,6620.0,1,1
2026-01-13,MANDI054,Maize,2238.49,2090.0,1,0
2026-01-13,MANDI054,Rice,2099.51,2183.0,1,1
2026-01-14,MANDI001,Mustard,5439.21,5650.0,1,1
2026-01-14,MANDI001,Sugarcane,3749.19,3500.0,1,0
2026-01-14,MANDI002,Wheat,2452.0,2275.0,1,0
2026-01-14,MANDI005,Cotton,6326.092116595704,6620.0,1,1
2026-01-14,MANDI005,Sugarcane,3237.93,3500.0,1,1
2026-01-14,MANDI006,Rice,2111.61,2183.0,1,1
2026-01-14,MANDI007,Basmati,2056.5,2183.0,1,1
2026-01-14,MANDI009,Rice,2164.5550000000003,2183.0,2,1
2026-01-14,MANDI011,Cotton,6362.77,6620.0,1,1
2026-01-14,MANDI011,Rice,2058.0,2183.0,1,1
2026-01-14,MANDI012,Sugarcane,3570.84,3500.0,1,0
2026-01-14,MANDI013,Wheat,2285.0,2275.0,1,0
2026-01-14,MANDI016,Mustard,5714.0,5650.0,1,0
2026-01-14,MANDI017,Rice,2434.567193891161,2183.0,1,0
2026-01-14,MANDI019,Mustard,5705.13,5650.0,1,0
2026-01-14,MANDI019,Sugarcane,3429.7494696122694,3500.0,1,1
2026-01-14,MANDI021,Mustard,5497.07,5650.0,1,1
2026-01-14,MANDI025,Maize,1903.0,2090.0,1,1
2026-01-14,MANDI025,Sugarcane,3778.4329373973833,3500.0,1,0
2026-01-14,MANDI027,Wheat,2565.18,2275.0,1,0
2026-01-14,MANDI028,Sugarcane,3496.31,3500.0,1,1
2026-01-14,MANDI030,Mustard,5583.15,5650.0,2,1
2026-01-14,MANDI030,Wheat,2140.5,2275.0,1,1
2026-01-14,MANDI031,Maize,2046.0,2090.0,1,1
2026-01-14,MANDI037,Wheat,2500.7081730012005,2275.0,1,0
2026-01-14,MANDI039,Maize,2094.07,2090.0,1,0
2026-01-14,MANDI039,Mustard,6336.59,5650.0,1,0
2026-01-14,MANDI039,Sugarcane,3212.250525058389,3500.0,1,1
2026-01-14,MANDI045,Rice,2152.45,2183.0,1,1
2026-01-14,MANDI046,Cotton,7294.38,6620.0,1,0
2026-01-14,MANDI047,Cotton,7628.707615799716,6620.0,1,0
2026-01-14,MANDI047,Mustard,5784.0,5650.0,1,0
2026-01-14,MANDI052,Sugarcane,3734.0,3500.0,1,0
2026-01-14,MANDI055,Mustard,6007.0,5650.0,1,0
2026-01-15,MANDI001,Sugarcane,3398.82,3500.0,1,1
2026-01-15,MANDI005,Maize,2285.946187089387,2090.0,1,0
2026-01-15,MANDI006,Rice,2170.2706915572244,2183.0,1,1
2026-01-15,MANDI013,Maize,2243.193687730549,2090.0,1,0
2026-01-15,MANDI014,Sugarcane,3385.0814045175466,3500.0,1,1
2026-01-15,MANDI015,Sugarcane,3501.0,3500.0,1,0
2026-01-15,MANDI018,Rice,2010.81,2183.0,1,1
2026-01-15,MANDI018,Wheat,2418.0,2275.0,1,0
2026-01-15,MANDI019,Mustard,5584.58,5650.0,1,1
2026-01-15,MANDI021,Rice,2213.08,2183.0,1,0
2026-01-15,MANDI022,Maize,2173.51,2090.0,1,0
2026-01-15,MANDI023,Mustard,6277.92,5650.0,1,0
2026-01-15,MANDI025,Cotton,6559.64,6620.0,1,1
2026-01-15,MANDI026,Cotton,7024.0,6620.0,1,0
2026-01-15,MANDI028,Rice,2198.69,2183.0,1,0
2026-01-15,MANDI030,Mustard,5129.208231076435,5650.0,1,1
2026-01-15,MANDI030,Sugarcane,3555.05,3500.0,1,0
2026-01-15,MANDI031,Cotton,6620.0,6620.0,1,0
2026-01-15,MANDI037,Basmati,2283.0,2183.0,1,0
2026-01-15,MANDI038,Wheat,2245.7957222542923,2275.0,1,1
2026-01-15,MANDI039,Mustard,6178.91,5650.0,1,0
2026-01-15,MANDI040,Cotton,6251.59,6620.0,1,1
2026-01-15,MANDI044,Maize,2152.0,2090.0,1,0
2026-01-15,MANDI044,Wheat,2170.0,2275.0,1,1
2026-01-15,MANDI047,Cotton,7319.07,6620.0,1,0
2026-01-15,MANDI048,Mustard,6374.9,5650.0,1,0
2026-01-15,MANDI050,Maize,2407.0,2090.0,1,0
2026-01-15,MANDI053,Mustard,5491.5,5650.0,1,1
2026-01-15,MANDI055,Mustard,5614.080663381963,5650.0,1,1
2026-01-15,MANDI057,Mustard,6048.0,5650.0,1,0
2026-01-16,MANDI003,Wheat,2564.0,2275.0,1,0
2026-01-16,MANDI007,Rice,1989.82,2183.0,1,1
2026-01-16,MANDI012,Cotton,7579.28,6620.0,1,0
2026-01-16,MANDI015,Maize,2319.0,2090.0,1,0
2026-01-16,MANDI016,Rice,2394.0,2183.0,1,0
2026-01-16,MANDI017,Maize,1901.43,2090.0,1,1
