date,mandi_id,crop_name,total_arrival_qtl
2026-01-02,MANDI002,Sugarcane,485.14
2026-01-02,MANDI002,Wheat,129.41
2026-01-02,MANDI003,Wheat,415.78
2026-01-02,MANDI004,Cotton,289.72
2026-01-02,MANDI006,Cotton,309.96
2026-01-02,MANDI007,Cotton,748.38
2026-01-02,MANDI008,Mustard,276.78
2026-01-02,MANDI008,Sugarcane,273.18
2026-01-02,MANDI009,Sugarcane,491.5
2026-01-02,MANDI010,Maize,377.92
2026-01-02,MANDI011,Maize,235.84
2026-01-02,MANDI013,Maize,173.18
2026-01-02,MANDI014,Cotton,40.29
2026-01-02,MANDI014,Mustard,261.05
2026-01-02,MANDI015,Cotton,570.76
2026-01-02,MANDI015,Maize,298.93
2026-01-02,MANDI017,Maize,405.37
2026-01-02,MANDI018,Sugarcane,441.51
2026-01-02,MANDI019,Sugarcane,394.72
2026-01-02,MANDI023,Rice,497.01
2026-01-02,MANDI025,Cotton,444.09
2026-01-02,MANDI025,Maize,449.64
2026-01-02,MANDI026,Wheat,183.07
2026-01-02,MANDI027,Maize,402.34
2026-01-02,MANDI027,Narma,101.65
2026-01-02,MANDI027,Rice,665.0699999999999
2026-01-02,MANDI028,Maize,250.14
2026-01-02,MANDI028,Wheat,483.4
2026-01-02,MANDI029,Maize,311.41
2026-01-02,MANDI029,Rice,302.32
2026-01-02,MANDI030,Cotton,91.36
2026-01-02,MANDI030,Mustard,376.58
2026-01-02,MANDI031,Mustard,106.12
2026-01-02,MANDI031,Sugarcane,120.31
2026-01-02,MANDI032,Rice,395.84
2026-01-02,MANDI034,Cotton,428.35
2026-01-02,MANDI036,Maize,351.43
2026-01-02,MANDI036,Mustard,273.15000000000003
2026-01-02,MANDI036,Narma,276.3
2026-01-02,MANDI036,Wheat,296.26
2026-01-02,MANDI037,Cotton,149.94
2026-01-02,MANDI037,Mustard,54.71
2026-01-02,MANDI037,Sugarcane,365.55
2026-01-02,MANDI038,Rice,51.51
2026-01-02,MANDI039,Mustard,384.84
2026-01-02,MANDI039,Sugarcane,148.67
2026-01-02,MANDI040,Mustard,367.95
2026-01-02,MANDI040,Sugarcane,138.37
2026-01-02,MANDI041,Cotton,247.23
2026-01-02,MANDI041,Maize,491.24
2026-01-02,MANDI041,Narma,169.78
2026-01-02,MANDI042,Cotton,83.52000000000001
2026-01-02,MANDI043,Basmati,159.19
2026-01-02,MANDI044,Cotton,413.03
2026-01-02,MANDI044,Maize,465.96
2026-01-02,MANDI044,Sugarcane,94.04
2026-01-02,MANDI046,Mustard,534.3000000000001
2026-01-02,MANDI048,Mustard,96.89
2026-01-02,MANDI048,Wheat,324.26
2026-01-02,MANDI050,Sugarcane,23.65
2026-01-02,MANDI051,Mustard,296.75
2026-01-02,MANDI051,Narma,312.88
2026-01-02,MANDI052,Mustard,454.29
2026-01-02,MANDI052,Wheat,133.87
2026-01-02,MANDI053,Cotton,467.82
2026-01-02,MANDI053,Rice,341.6
2026-01-02,MANDI054,Cotton,106.96
2026-01-02,MANDI054,Mustard,397.47
2026-01-02,MANDI054,Sugarcane,424.52
2026-01-02,MANDI055,Maize,25.89
2026-01-02,MANDI055,Mustard,195.87
2026-01-02,MANDI055,Rice,495.1
2026-01-02,MANDI056,Mustard,457.52
2026-01-02,MANDI056,Narma,82.47
2026-01-02,MANDI056,Rice,458.23
2026-01-03,MANDI001,Cotton,307.12
2026-01-03,MANDI002,Mustard,267.61
2026-01-03,MANDI002,Sugarcane,431.36
2026-01-03,MANDI002,Wheat,301.22
2026-01-03,MANDI004,Cotton,110.58
2026-01-03,MANDI005,Cotton,457.99
2026-01-03,MANDI006,Sugarcane,302.59
2026-01-03,MANDI007,Wheat,44.44
2026-01-03,MANDI010,Sugarcane,425.75
2026-01-03,MANDI011,Mustard,639.31
2026-01-03,MANDI012,Sugarcane,172.3
2026-01-03,MANDI015,Wheat,458.84000000000003
2026-01-03,MANDI016,Rice,452.39
2026-01-03,MANDI016,Sugarcane,320.0400000000001
2026-01-03,MANDI018,Maize,270.79
2026-01-03,MANDI019,Sugarcane,459.79
2026-01-03,MANDI020,Maize,249.42
2026-01-03,MANDI021,Rice,44.9
2026-01-03,MANDI021,Wheat,329.0
2026-01-03,MANDI022,Wheat,384.48
2026-01-03,MANDI023,Mustard,328.01
2026-01-03,MANDI023,Rice,80.66
2026-01-03,MANDI023,Wheat,391.43
2026-01-03,MANDI025,Mustard,292.49
2026-01-03,MANDI026,Maize,85.7
2026-01-03,MANDI028,Wheat,35.86
2026-01-03,MANDI029,Wheat,187.8
2026-01-03,MANDI030,Sugarcane,172.62
2026-01-03,MANDI032,Maize,432.17
2026-01-03,MANDI033,Mustard,194.04
2026-01-03,MANDI033,Rice,205.89
2026-01-03,MANDI034,Sugarcane,210.73
2026-01-03,MANDI035,Sugarcane,428.52
2026-01-03,MANDI036,Rice,166.33
2026-01-03,MANDI036,Sugarcane,219.85
2026-01-03,MANDI037,Sugarcane,205.99
2026-01-03,MANDI038,Mustard,102.59
2026-01-03,MANDI038,Sugarcane,252.69
2026-01-03,MANDI039,Sugarcane,263.58
2026-01-03,MANDI040,Narma,69.1
2026-01-03,MANDI040,Sugarcane,17.96
2026-01-03,MANDI041,Cotton,499.9
2026-01-03,MANDI041,Mustard,614.29
2026-01-03,MANDI042,Cotton,227.48
2026-01-03,MANDI043,Cotton,466.89
2026-01-03,MANDI044,Cotton,278.9
2026-01-03,MANDI044,Mustard,216.32
2026-01-03,MANDI044,Sugarcane,330.88
2026-01-03,MANDI044,Wheat,356.15
2026-01-03,MANDI045,Wheat,218.62
2026-01-03,MANDI047,Sugarcane,365.83
2026-01-03,MANDI048,Sugarcane,353.56
2026-01-03,MANDI049,Rice,176.81
2026-01-03,MANDI049,Wheat,343.83
2026-01-03,MANDI052,Cotton,32.83
2026-01-03,MANDI052,Wheat,132.61
2026-01-03,MANDI053,Wheat,405.72
2026-01-03,MANDI054,Cotton,612.87
2026-01-03,MANDI054,Rice,130.37
2026-01-03,MANDI057,Mustard,184.35
2026-01-03,MANDI057,Rice,258.7
2026-01-04,MANDI001,Rice,521.85
2026-01-04,MANDI001,Sugarcane,431.21
2026-01-04,MANDI002,Cotton,323.49
2026-01-04,MANDI002,Mustard,705.58
2026-01-04,MANDI005,Cotton,90.18
2026-01-04,MANDI007,Maize,236.55
2026-01-04,MANDI008,Mustard,268.25
2026-01-04,MANDI009,Cotton,72.16
2026-01-04,MANDI009,Rice,324.7
2026-01-04,MANDI010,Sugarcane,279.35
2026-01-04,MANDI011,Mustard,476.37
2026-01-04,MANDI012,Mustard,390.51
2026-01-04,MANDI012,Rice,226.46
2026-01-04,MANDI013,Sugarcane,290.87
2026-01-04,MANDI014,Sugarcane,480.84
2026-01-04,MANDI015,Mustard,61.44
2026-01-04,MANDI015,Rice,471.21
2026-01-04,MANDI015,Sugarcane,325.89
2026-01-04,MANDI015,Wheat,170.52
2026-01-04,MANDI016,Maize,44.65
2026-01-04,MANDI016,Mustard,520.71
2026-01-04,MANDI018,Maize,386.84
2026-01-04,MANDI019,Wheat,249.78000000000003
2026-01-04,MANDI020,Wheat,94.31
2026-01-04,MANDI021,Basmati,385.15
2026-01-04,MANDI021,Rice,313.36
2026-01-04,MANDI021,Sugarcane,235.12
2026-01-04,MANDI022,Mustard,115.14
2026-01-04,MANDI023,Maize,466.13
2026-01-04,MANDI026,Sugarcane,226.23
2026-01-04,MANDI027,Mustard,315.58
2026-01-04,MANDI027,Sugarcane,356.72
2026-01-04,MANDI028,Mustard,323.09
2026-01-04,MANDI030,Mustard,212.22
2026-01-04,MANDI030,Wheat,207.89
2026-01-04,MANDI031,Mustard,54.69
2026-01-04,MANDI035,Mustard,492.84
2026-01-04,MANDI035,Sugarcane,264.84
2026-01-04,MANDI036,Mustard,33.73
2026-01-04,MANDI036,Wheat,348.23
2026-01-04,MANDI038,Cotton,414.09
2026-01-04,MANDI038,Wheat,147.48
2026-01-04,MANDI039,Mustard,79.32
2026-01-04,MANDI039,Rice,33.04
2026-01-04,MANDI040,Wheat,308.12
2026-01-04,MANDI041,Wheat,338.51
2026-01-04,MANDI043,Cotton,272.59
2026-01-04,MANDI043,Maize,420.28
2026-01-04,MANDI045,Maize,376.23
2026-01-04,MANDI047,Wheat,221.63
2026-01-04,MANDI048,Rice,231.5
2026-01-04,MANDI049,Narma,342.44
2026-01-04,MANDI049,Rice,59.51
2026-01-04,MANDI050,Mustard,321.11
2026-01-04,MANDI052,Sugarcane,471.8
2026-01-04,MANDI054,Mustard,637.35
2026-01-04,MANDI056,Rice,189.38
2026-01-05,MANDI001,Maize,307.42
2026-01-05,MANDI003,Maize,37.36
2026-01-05,MANDI003,Mustard,361.12
2026-01-05,MANDI003,Sugarcane,301.20000000000005
2026-01-05,MANDI003,Wheat,241.84000000000006
2026-01-05,MANDI004,Maize,159.88
2026-01-05,MANDI004,Rice,191.61
2026-01-05,MANDI005,Mustard,243.82
2026-01-05,MANDI005,Sugarcane,331.55
2026-01-05,MANDI005,Wheat,66.67
2026-01-05,MANDI006,Cotton,232.15
2026-01-05,MANDI007,Cotton,436.44
2026-01-05,MANDI007,Sugarcane,398.87
2026-01-05,MANDI008,Mustard,294.37
2026-01-05,MANDI009,Maize,279.19
2026-01-05,MANDI011,Maize,175.05
2026-01-05,MANDI011,Mustard,154.67000000000002
2026-01-05,MANDI012,Maize,224.36
2026-01-05,MANDI013,Mustard,469.46
2026-01-05,MANDI013,Sugarcane,409.79
2026-01-05,MANDI015,Cotton,293.85
2026-01-05,MANDI015,Sugarcane,147.64
2026-01-05,MANDI016,Maize,18.57
2026-01-05,MANDI016,Wheat,203.33
2026-01-05,MANDI017,Sugarcane,72.39
2026-01-05,MANDI019,Mustard,496.78
2026-01-05,MANDI020,Cotton,380.86
2026-01-05,MANDI020,Maize,128.09
2026-01-05,MANDI020,Mustard,407.89
2026-01-05,MANDI020,Wheat,281.01
2026-01-05,MANDI022,Mustard,436.36
2026-01-05,MANDI022,Wheat,73.78
2026-01-05,MANDI023,Cotton,442.11
2026-01-05,MANDI023,Mustard,395.26
2026-01-05,MANDI023,Sugarcane,287.63
2026-01-05,MANDI023,Wheat,255.38
2026-01-05,MANDI024,Maize,114.75
2026-01-05,MANDI026,Wheat,238.81
2026-01-05,MANDI027,Cotton,150.61
2026-01-05,MANDI027,Mustard,228.95
2026-01-05,MANDI027,Rice,433.97
2026-01-05,MANDI028,Maize,181.87
2026-01-05,MANDI029,Cotton,441.76
2026-01-05,MANDI032,Cotton,270.86
2026-01-05,MANDI032,Sugarcane,265.59000000000003
2026-01-05,MANDI034,Maize,416.38
2026-01-05,MANDI035,Maize,128.23
2026-01-05,MANDI035,Wheat,29.08
2026-01-05,MANDI036,Mustard,209.24
2026-01-05,MANDI038,Sugarcane,212.3
2026-01-05,MANDI039,Sugarcane,218.88
2026-01-05,MANDI040,Mustard,453.76
2026-01-05,MANDI040,Rice,477.55999999999995
2026-01-05,MANDI040,Sugarcane,74.33
2026-01-05,MANDI041,Mustard,83.38
2026-01-05,MANDI042,Cotton,365.35
2026-01-05,MANDI042,Maize,172.7
2026-01-05,MANDI042,Wheat,254.47
2026-01-05,MANDI043,Cotton,97.78
2026-01-05,MANDI044,Maize,23.5
2026-01-05,MANDI044,Wheat,131.06
2026-01-05,MANDI045,Sugarcane,239.36
2026-01-05,MANDI045,Wheat,195.16
2026-01-05,MANDI046,Cotton,355.9
2026-01-05,MANDI046,Mustard,49.41
2026-01-05,MANDI047,Narma,196.76
2026-01-05,MANDI048,Maize,97.55
2026-01-05,MANDI048,Mustard,449.09000000000003
2026-01-05,MANDI048,Narma,163.83
2026-01-05,MANDI050,Mustard,641.7
2026-01-05,MANDI050,Rice,82.30000000000001
2026-01-05,MANDI051,Maize,162.36
2026-01-05,MANDI052,Rice,298.47
2026-01-05,MANDI052,Wheat,100.18
2026-01-05,MANDI053,Mustard,459.39
2026-01-05,MANDI054,Rice,231.73
2026-01-05,MANDI055,Rice,241.84
2026-01-05,MANDI056,Basmati,311.32
2026-01-05,MANDI056,Mustard,480.36
2026-01-05,MANDI057,Wheat,201.69
2026-01-06,MANDI001,Cotton,425.11
2026-01-06,MANDI002,Cotton,420.71
2026-01-06,MANDI002,Wheat,14.85
2026-01-06,MANDI003,Mustard,359.31
2026-01-06,MANDI004,Mustard,75.99
2026-01-06,MANDI005,Sugarcane,157.92
2026-01-06,MANDI006,Cotton,456.09
2026-01-06,MANDI006,Wheat,58.5
2026-01-06,MANDI007,Cotton,178.4
2026-01-06,MANDI007,Mustard,486.75
2026-01-06,MANDI007,Rice,444.92999999999995
2026-01-06,MANDI012,Sugarcane,32.91
2026-01-06,MANDI013,Maize,295.24
2026-01-06,MANDI013,Sugarcane,348.95
2026-01-06,MANDI014,Maize,31.12
2026-01-06,MANDI014,Wheat,56.8
2026-01-06,MANDI015,Cotton,384.46
2026-01-06,MANDI016,Maize,324.03
2026-01-06,MANDI016,Mustard,203.01
2026-01-06,MANDI016,Narma,147.91
2026-01-06,MANDI016,Wheat,57.16
2026-01-06,MANDI017,Narma,283.21
2026-01-06,MANDI017,Rice,394.7
2026-01-06,MANDI018,Mustard,336.84
2026-01-06,MANDI019,Mustard,287.01
2026-01-06,MANDI019,Rice,758.21
2026-01-06,MANDI019,Sugarcane,254.88
2026-01-06,MANDI020,Rice,414.92
2026-01-06,MANDI020,Sugarcane,90.99
2026-01-06,MANDI021,Rice,451.48
2026-01-06,MANDI022,Narma,181.74
2026-01-06,MANDI026,Mustard,75.44
2026-01-06,MANDI026,Wheat,76.87
2026-01-06,MANDI028,Mustard,24.54
2026-01-06,MANDI028,Wheat,194.39
2026-01-06,MANDI029,Rice,184.15
2026-01-06,MANDI029,Sugarcane,223.5
2026-01-06,MANDI032,Maize,186.33
2026-01-06,MANDI033,Basmati,337.19
2026-01-06,MANDI033,Rice,398.83
2026-01-06,MANDI033,Sugarcane,403.76
2026-01-06,MANDI034,Maize,297.5
2026-01-06,MANDI035,Cotton,301.6
2026-01-06,MANDI036,Cotton,241.58
2026-01-06,MANDI036,Mustard,344.43
2026-01-06,MANDI038,Cotton,44.22
2026-01-06,MANDI038,Maize,91.37
2026-01-06,MANDI039,Sugarcane,69.73
2026-01-06,MANDI042,Cotton,158.63
2026-01-06,MANDI043,Cotton,241.85
2026-01-06,MANDI043,Maize,30.950000000000003
2026-01-06,MANDI043,Rice,421.02
2026-01-06,MANDI044,Wheat,73.94
2026-01-06,MANDI046,Sugarcane,302.58
2026-01-06,MANDI051,Mustard,49.17
2026-01-06,MANDI054,Narma,410.2000000000001
2026-01-06,MANDI054,Rice,193.25
2026-01-06,MANDI056,Wheat,465.65
2026-01-06,MANDI057,Mustard,301.48
2026-01-06,MANDI057,Narma,34.84
2026-01-07,MANDI001,Sugarcane,456.73
2026-01-07,MANDI002,Wheat,175.14
2026-01-07,MANDI003,Maize,230.31
2026-01-07,MANDI004,Maize,389.97
2026-01-07,MANDI004,Sugarcane,132.46
2026-01-07,MANDI005,Cotton,237.8
2026-01-07,MANDI007,Cotton,135.13
2026-01-07,MANDI007,Rice,184.42
2026-01-07,MANDI008,Sugarcane,249.5
2026-01-07,MANDI009,Sugarcane,468.1
2026-01-07,MANDI011,Maize,226.72
2026-01-07,MANDI012,Mustard,152.11
2026-01-07,MANDI012,Sugarcane,435.52
2026-01-07,MANDI015,Wheat,442.02
2026-01-07,MANDI016,Mustard,255.96
2026-01-07,MANDI016,Sugarcane,724.3
2026-01-07,MANDI016,Wheat,348.74
2026-01-07,MANDI018,Maize,308.99
2026-01-07,MANDI018,Mustard,337.16
2026-01-07,MANDI018,Rice,401.69
2026-01-07,MANDI019,Cotton,265.21
2026-01-07,MANDI019,Maize,287.56
2026-01-07,MANDI019,Wheat,738.13
2026-01-07,MANDI022,Maize,143.6
2026-01-07,MANDI022,Wheat,242.51000000000002
2026-01-07,MANDI023,Wheat,195.32
2026-01-07,MANDI024,Rice,88.52000000000001
2026-01-07,MANDI026,Rice,134.17
2026-01-07,MANDI026,Wheat,481.89
2026-01-07,MANDI027,Cotton,127.79
2026-01-07,MANDI027,Mustard,359.12
2026-01-07,MANDI028,Rice,72.06
2026-01-07,MANDI029,Rice,96.28
2026-01-07,MANDI029,Sugarcane,85.09
2026-01-07,MANDI032,Mustard,100.04
2026-01-07,MANDI032,Sugarcane,10.86
2026-01-07,MANDI033,Maize,259.69
2026-01-07,MANDI033,Sugarcane,31.01
2026-01-07,MANDI034,Maize,335.97
2026-01-07,MANDI035,Mustard,82.97
2026-01-07,MANDI037,Cotton,86.83
2026-01-07,MANDI037,Mustard,143.96
2026-01-07,MANDI038,Cotton,691.16
2026-01-07,MANDI038,Sugarcane,53.86
2026-01-07,MANDI040,Rice,108.85
2026-01-07,MANDI041,Basmati,297.21
2026-01-07,MANDI041,Sugarcane,403.09
2026-01-07,MANDI044,Wheat,359.85
2026-01-07,MANDI045,Maize,195.58
2026-01-07,MANDI048,Rice,326.4
2026-01-07,MANDI048,Wheat,63.68000000000001
2026-01-07,MANDI049,Mustard,74.98
2026-01-07,MANDI049,Wheat,416.13
2026-01-07,MANDI050,Cotton,10.6
2026-01-07,MANDI053,Maize,459.11
2026-01-07,MANDI053,Sugarcane,348.56
2026-01-07,MANDI056,Basmati,202.68
2026-01-08,MANDI001,Maize,289.39
2026-01-08,MANDI002,Mustard,314.93
2026-01-08,MANDI004,Wheat,192.95
2026-01-08,MANDI007,Rice,88.19
2026-01-08,MANDI008,Rice,140.02
2026-01-08,MANDI009,Cotton,294.96
2026-01-08,MANDI009,Mustard,623.84
2026-01-08,MANDI010,Rice,53.92
2026-01-08,MANDI010,Wheat,425.38
2026-01-08,MANDI011,Narma,268.44
2026-01-08,MANDI013,Rice,43.33
2026-01-08,MANDI014,Cotton,381.92
2026-01-08,MANDI014,Rice,442.79
2026-01-08,MANDI014,Wheat,91.09
2026-01-08,MANDI015,Cotton,376.60999999999996
2026-01-08,MANDI015,Sugarcane,185.58
2026-01-08,MANDI016,Mustard,679.46
2026-01-08,MANDI016,Rice,465.62
2026-01-08,MANDI016,Wheat,444.12
2026-01-08,MANDI017,Basmati,313.92
2026-01-08,MANDI018,Cotton,489.8
2026-01-08,MANDI019,Cotton,464.16
2026-01-08,MANDI020,Basmati,244.24
2026-01-08,MANDI020,Sugarcane,250.22
2026-01-08,MANDI020,Wheat,395.1
2026-01-08,MANDI021,Rice,409.66
2026-01-08,MANDI022,Maize,254.7
2026-01-08,MANDI024,Maize,381.71
2026-01-08,MANDI025,Mustard,459.52
2026-01-08,MANDI026,Basmati,430.66
2026-01-08,MANDI026,Cotton,382.61
2026-01-08,MANDI026,Rice,456.79
2026-01-08,MANDI026,Wheat,68.38
2026-01-08,MANDI028,Cotton,350.28
2026-01-08,MANDI028,Sugarcane,386.47
2026-01-08,MANDI029,Maize,29.68
2026-01-08,MANDI033,Rice,451.48
2026-01-08,MANDI033,Wheat,15.93
2026-01-08,MANDI034,Wheat,340.83
2026-01-08,MANDI036,Maize,441.23
2026-01-08,MANDI036,Wheat,443.48
2026-01-08,MANDI038,Cotton,369.03
2026-01-08,MANDI039,Cotton,91.84
2026-01-08,MANDI039,Sugarcane,382.25
2026-01-08,MANDI040,Sugarcane,85.18
2026-01-08,MANDI040,Wheat,234.39
2026-01-08,MANDI041,Mustard,381.73
2026-01-08,MANDI042,Basmati,199.43
2026-01-08,MANDI042,Mustard,326.9
2026-01-08,MANDI042,Sugarcane,46.35
2026-01-08,MANDI042,Wheat,375.47
2026-01-08,MANDI044,Mustard,827.13
2026-01-08,MANDI046,Mustard,269.22
2026-01-08,MANDI048,Cotton,287.25
2026-01-08,MANDI048,Maize,280.86
2026-01-08,MANDI048,Rice,359.65
2026-01-08,MANDI048,Wheat,78.54999999999998
2026-01-08,MANDI049,Mustard,468.73
2026-01-08,MANDI049,Sugarcane,214.5
2026-01-08,MANDI049,Wheat,159.45
2026-01-08,MANDI052,Cotton,296.76
2026-01-08,MANDI052,Sugarcane,155.39
2026-01-08,MANDI053,Wheat,213.88
2026-01-08,MANDI055,Basmati,351.81
2026-01-08,MANDI056,Sugarcane,507.5200000000001
2026-01-09,MANDI001,Sugarcane,355.3
2026-01-09,MANDI001,Wheat,105.39
2026-01-09,MANDI002,Basmati,158.56
2026-01-09,MANDI002,Mustard,104.16
2026-01-09,MANDI002,Sugarcane,436.16
2026-01-09,MANDI002,Wheat,269.49
2026-01-09,MANDI003,Cotton,63.24
2026-01-09,MANDI004,Rice,399.47
2026-01-09,MANDI005,Mustard,621.87
2026-01-09,MANDI006,Maize,214.1
2026-01-09,MANDI006,Mustard,407.37
2026-01-09,MANDI006,Sugarcane,264.31
2026-01-09,MANDI006,Wheat,488.31
2026-01-09,MANDI007,Wheat,18.5
2026-01-09,MANDI008,Maize,306.41
2026-01-09,MANDI009,Maize,154.32
2026-01-09,MANDI009,Wheat,38.6
2026-01-09,MANDI010,Maize,314.45
2026-01-09,MANDI010,Mustard,260.84
2026-01-09,MANDI011,Rice,333.33
2026-01-09,MANDI011,Sugarcane,99.83
2026-01-09,MANDI012,Cotton,343.98
2026-01-09,MANDI012,Rice,495.73
2026-01-09,MANDI013,Cotton,113.55
2026-01-09,MANDI013,Wheat,436.66
2026-01-09,MANDI014,Cotton,447.78
2026-01-09,MANDI015,Mustard,513.6500000000001
2026-01-09,MANDI017,Cotton,143.89
2026-01-09,MANDI017,Maize,207.51
2026-01-09,MANDI017,Sugarcane,36.88
2026-01-09,MANDI019,Sugarcane,444.8
2026-01-09,MANDI019,Wheat,287.4
2026-01-09,MANDI021,Sugarcane,377.4
2026-01-09,MANDI022,Maize,77.21999999999998
2026-01-09,MANDI023,Maize,389.59
2026-01-09,MANDI024,Rice,355.18
2026-01-09,MANDI025,Mustard,460.12
2026-01-09,MANDI026,Mustard,374.03
2026-01-09,MANDI026,Rice,521.11
2026-01-09,MANDI027,Mustard,361.11
2026-01-09,MANDI028,Maize,535.33
2026-01-09,MANDI028,Sugarcane,457.67
2026-01-09,MANDI029,Mustard,322.03000000000003
2026-01-09,MANDI031,Mustard,137.39
2026-01-09,MANDI032,Wheat,285.52
2026-01-09,MANDI033,Mustard,295.14
2026-01-09,MANDI033,Sugarcane,382.87
2026-01-09,MANDI035,Cotton,85.96
2026-01-09,MANDI035,Narma,192.59
2026-01-09,MANDI035,Sugarcane,50.98
2026-01-09,MANDI037,Maize,17.66
2026-01-09,MANDI038,Basmati,455.09
2026-01-09,MANDI038,Rice,356.18
2026-01-09,MANDI038,Wheat,478.84
2026-01-09,MANDI040,Maize,205.99
2026-01-09,MANDI040,Sugarcane,297.7
2026-01-09,MANDI041,Maize,464.35
2026-01-09,MANDI041,Narma,326.5
2026-01-09,MANDI041,Rice,435.1
2026-01-09,MANDI042,Sugarcane,165.19
2026-01-09,MANDI043,Maize,484.82
2026-01-09,MANDI044,Maize,393.12
2026-01-09,MANDI044,Narma,316.48
2026-01-09,MANDI044,Wheat,483.16
2026-01-09,MANDI045,Rice,191.95
2026-01-09,MANDI045,Sugarcane,342.79
2026-01-09,MANDI048,Cotton,442.55
2026-01-09,MANDI048,Maize,99.97
2026-01-09,MANDI048,Wheat,298.35
2026-01-09,MANDI049,Cotton,339.93
2026-01-09,MANDI051,Mustard,211.18
2026-01-09,MANDI051,Sugarcane,186.06
2026-01-09,MANDI052,Mustard,224.34
2026-01-09,MANDI052,Sugarcane,178.56
2026-01-09,MANDI053,Mustard,369.06
2026-01-09,MANDI053,Narma,179.13
2026-01-09,MANDI053,Wheat,112.94
2026-01-09,MANDI054,Rice,439.6
2026-01-09,MANDI055,Sugarcane,231.28
2026-01-09,MANDI056,Maize,224.19
2026-01-09,MANDI056,Narma,350.55
2026-01-10,MANDI003,Maize,378.37
2026-01-10,MANDI005,Maize,269.74
2026-01-10,MANDI007,Cotton,75.63
2026-01-10,MANDI007,Rice,85.28999999999999
2026-01-10,MANDI007,Sugarcane,34.34
2026-01-10,MANDI007,Wheat,459.25
2026-01-10,MANDI009,Wheat,21.9
2026-01-10,MANDI010,Wheat,359.88
2026-01-10,MANDI011,Rice,77.38
2026-01-10,MANDI013,Basmati,13.09
2026-01-10,MANDI017,Mustard,400.4
2026-01-10,MANDI021,Cotton,129.52
2026-01-10,MANDI021,Maize,159.27
2026-01-10,MANDI021,Sugarcane,74.69
2026-01-10,MANDI023,Cotton,124.18
2026-01-10,MANDI024,Rice,428.69
2026-01-10,MANDI024,Sugarcane,267.57
2026-01-10,MANDI028,Rice,60.67
2026-01-10,MANDI029,Cotton,51.61
2026-01-10,MANDI032,Mustard,422.68
2026-01-10,MANDI033,Maize,262.01
2026-01-10,MANDI035,Sugarcane,345.47
2026-01-10,MANDI036,Wheat,343.07
2026-01-10,MANDI042,Wheat,342.03
2026-01-10,MANDI044,Sugarcane,639.86
2026-01-10,MANDI045,Mustard,329.15
2026-01-10,MANDI045,Wheat,435.81
