date,mandi_id,crop_name,arrival_quantity_qtl,farmer_count,arrival_record_count,arrival_per_farmer_qtl,min_price,max_price,modal_price,msp,price_record_count,mandi_name,district,state,price_gap,price_gap_percent,below_msp
2026-01-01,MANDI023,Maize,324.92,126.0,1.0,2.58,,,,,,Panihati APMC,Karnal,Haryana,,,
2026-01-01,MANDI023,Mustard,252.81,30.0,1.0,8.43,4807.96,5908.4,5358.18,5650.0,1.0,Panihati APMC,Karnal,Haryana,-291.82,-5.16,1.0
2026-01-01,MANDI025,Rice,,,,,2181.78,2649.0,2415.59,2183.0,1.0,Dindigul APMC,Karnal,Haryana,232.59,10.65,0.0
2026-01-01,MANDI025,Wheat,109.18,,1.0,,,,,,,Dindigul APMC,Karnal,Haryana,,,
2026-01-01,MANDI026,Wheat,327.19,52.0,1.0,6.29,,,,,,Tadipatri Mandi,Hisar,Haryana,,,
2026-01-01,MANDI027,Cotton,127.73,57.0,1.0,2.24,,,,,,Kochi APMC,Hisar,Haryana,,,
2026-01-01,MANDI027,Mustard,242.73,129.0,1.0,1.88,,,,,,Kochi APMC,Hisar,Haryana,,,
2026-01-01,MANDI027,Rice,356.18,,1.0,,,,,,,Kochi APMC,Hisar,Haryana,,,
2026-01-01,MANDI028,Sugarcane,336.75,82.0,1.0,4.11,,,,,,Machilipatnam APMC,Hisar,Haryana,,,
2026-01-01,MANDI028,Wheat,81.57,31.0,1.0,2.63,,,,,,Machilipatnam APMC,Hisar,Haryana,,,
2026-01-01,MANDI029,Cotton,335.88,97.0,1.0,3.46,,,,,,Asansol Grain Market,Sirsa,Haryana,,,
2026-01-01,MANDI030,Cotton,165.48,131.0,1.0,1.26,,,,,,Patiala APMC,Sirsa,Haryana,,,
2026-01-01,MANDI030,Maize,,,,,1896.0,2313.11,2104.71,2090.0,1.0,Patiala APMC,Sirsa,Haryana,14.71,0.7,0.0
2026-01-01,MANDI031,Cotton,,,,,5820.0,6907.0,6363.59,6620.0,1.0,Nangloi Jat Mandi,Sirsa,Haryana,-256.41,-3.87,1.0
2026-01-01,MANDI031,Mustard,410.17,80.0,1.0,5.13,,,,,,Nangloi Jat Mandi,Sirsa,Haryana,,,
2026-01-01,MANDI032,Rice,632.69,7.0,2.0,90.38,,,,,,Chapra Grain Market,Unknown,Haryana,,,
2026-01-01,MANDI032,Sugarcane,205.0,65.0,1.0,3.15,,,,,,Chapra Grain Market,Unknown,Haryana,,,
2026-01-01,MANDI033,Mustard,372.13,60.0,1.0,6.2,,,,,,South Dumdum Grain Market,Ambala,Haryana,,,
2026-01-01,MANDI033,Rice,,,,,2234.4,2517.28,2376.0,2183.0,2.0,South Dumdum Grain Market,Ambala,Haryana,193.0,8.84,0.0
2026-01-01,MANDI034,Mustard,,,,,5923.0,6789.25,6356.0,5650.0,1.0,Ludhiana Grain Market,Ambala,Haryana,706.0,12.5,0.0
2026-01-01,MANDI034,Wheat,389.13,55.0,1.0,7.08,,,,,,Ludhiana Grain Market,Ambala,Haryana,,,
2026-01-01,MANDI035,Cotton,34.04,31.0,1.0,1.1,,,,,,Guntakal Mandi,Ambala,Haryana,,,
2026-01-01,MANDI036,Rice,,,,,1988.0,2108.27,2048.06,2183.0,1.0,Mysore Grain Market,Kurukshetra,Haryana,-134.94,-6.18,1.0
2026-01-01,MANDI036,Wheat,710.84,203.0,2.0,3.5,,,,,,Mysore Grain Market,Kurukshetra,Haryana,,,
2026-01-01,MANDI037,Cotton,136.22,41.0,1.0,3.32,,,,,,Jorhat Grain Market,Kurukshetra,Haryana,,,
2026-01-01,MANDI037,Maize,399.22,148.0,1.0,2.7,,,,,,Jorhat Grain Market,Kurukshetra,Haryana,,,
2026-01-01,MANDI037,Rice,368.19,,1.0,,,,,,,Jorhat Grain Market,Kurukshetra,Haryana,,,
2026-01-01,MANDI038,Sugarcane,,,,,2998.81,3673.71,3336.26,3500.0,1.0,Jalandhar Mandi,Kurukshetra,Haryana,-163.74,-4.68,1.0
2026-01-01,MANDI039,Cotton,35.68,106.0,1.0,0.34,,,,,,Anand Grain Market,Unknown,Haryana,,,
2026-01-01,MANDI039,Maize,,,,,2118.79,2579.0,2348.7,2090.0,1.0,Anand Grain Market,Unknown,Haryana,258.7,12.38,0.0
2026-01-01,MANDI039,Mustard,251.04,12.0,1.0,20.92,,,,,,Anand Grain Market,Unknown,Haryana,,,
2026-01-01,MANDI039,Wheat,443.13,49.0,1.0,9.04,,,,,,Anand Grain Market,Unknown,Haryana,,,
2026-01-01,MANDI040,Cotton,0.0,44.0,1.0,0.0,,,,,,Jodhpur Market,Fatehabad,Haryana,,,
2026-01-01,MANDI040,Maize,210.23,73.0,1.0,2.88,,,,,,Jodhpur Market,Fatehabad,Haryana,,,
2026-01-01,MANDI040,Rice,183.34,20.0,1.0,9.17,,,,,,Jodhpur Market,Fatehabad,Haryana,,,
2026-01-01,MANDI041,Mustard,349.89,65.0,1.0,5.38,5270.0,6228.28,5749.0,5650.0,1.0,Gurgaon Grain Market,Fatehabad,Haryana,99.0,1.75,0.0
2026-01-01,MANDI042,Sugarcane,,,,,3442.79,4171.68,3807.24,3500.0,1.0,Erode Mandi,Fatehabad,Haryana,307.24,8.78,0.0
2026-01-01,MANDI043,Cotton,728.26,55.0,2.0,13.24,,,,,,Danapur Mandi,Agra,Uttar Pradesh,,,
2026-01-01,MANDI043,Sugarcane,140.99,117.0,1.0,1.21,,,,,,Danapur Mandi,Agra,Uttar Pradesh,,,
2026-01-01,MANDI043,Wheat,,,,,2207.69,,2287.0,,1.0,Danapur Mandi,Agra,Uttar Pradesh,,,
2026-01-01,MANDI044,Maize,,,,,2044.98,2417.69,2231.51,2090.0,2.0,Dehri Mandi,Agra,Uttar Pradesh,141.51,6.77,0.0
2026-01-01,MANDI044,Mustard,,,,,5148.0,6387.23,5767.6,5650.0,1.0,Dehri Mandi,Agra,Uttar Pradesh,117.6,2.08,0.0
2026-01-01,MANDI044,Rice,399.74,,1.0,,,,,,,Dehri Mandi,Agra,Uttar Pradesh,,,
2026-01-01,MANDI044,Wheat,,,,,2279.54,2429.87,2355.0,2275.0,1.0,Dehri Mandi,Agra,Uttar Pradesh,80.0,3.52,0.0
2026-01-01,MANDI045,Sugarcane,163.72,24.0,1.0,6.82,,,,,,Farrukhabad Mandi,Meerut,Uttar Pradesh,,,
2026-01-01,MANDI045,Wheat,733.01,143.0,3.0,5.13,,,,,,Farrukhabad Mandi,Meerut,Uttar Pradesh,,,
2026-01-01,MANDI046,Maize,363.05,110.0,1.0,3.3,1953.0,2245.76,2099.0,,1.0,Baranagar Market,Unknown,Uttar Pradesh,,,
2026-01-01,MANDI046,Wheat,180.44,,1.0,,,,,,,Baranagar Market,Unknown,Uttar Pradesh,,,
2026-01-01,MANDI047,Cotton,,,,,5734.0,6167.06,5950.3,6620.0,1.0,Orai Market,Muzaffarnagar,Uttar Pradesh,-669.7,-10.12,1.0
2026-01-01,MANDI047,Maize,259.3,176.0,2.0,1.47,,,,,,Orai Market,Muzaffarnagar,Uttar Pradesh,,,
2026-01-01,MANDI047,Sugarcane,,,,,3056.64,3611.39,3334.0,3500.0,1.0,Orai Market,Muzaffarnagar,Uttar Pradesh,-166.0,-4.74,1.0
2026-01-01,MANDI048,Mustard,200.06,,1.0,,,,,,,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-01,MANDI048,Rice,108.2,147.0,1.0,0.74,,,,,,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-01,MANDI048,Wheat,268.27,45.0,1.0,5.96,,,,,,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-01,MANDI049,Rice,124.05,30.0,1.0,4.14,2204.08,2401.0,2302.39,,1.0,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-01,MANDI049,Sugarcane,180.84,38.0,1.0,4.76,,,,,,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-01,MANDI049,Wheat,317.91,102.0,1.0,3.12,,,,,,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-01,MANDI050,Sugarcane,153.82,9.0,1.0,17.09,,,,,,Durg Market,Muzaffarnagar,Uttar Pradesh,,,
2026-01-01,MANDI052,Mustard,,,,,5615.0,6480.56,6047.84,5650.0,1.0,Kakinada APMC,Saharanpur,Uttar Pradesh,397.84,7.04,0.0
2026-01-01,MANDI052,Rice,703.2,136.0,2.0,5.17,,,,,,Kakinada APMC,Saharanpur,Uttar Pradesh,,,
2026-01-01,MANDI052,Sugarcane,143.49,74.0,1.0,1.94,,,,,,Kakinada APMC,Saharanpur,Uttar Pradesh,,,
2026-01-01,MANDI052,Wheat,226.76,,1.0,,,,,,,Kakinada APMC,Saharanpur,Uttar Pradesh,,,
2026-01-01,MANDI053,Maize,347.38,86.0,1.0,4.04,,,,,,Panihati Market,Saharanpur,Uttar Pradesh,,,
2026-01-01,MANDI053,Wheat,118.21,47.0,1.0,2.52,,,,,,Panihati Market,Saharanpur,Uttar Pradesh,,,
2026-01-01,MANDI054,Mustard,,,,,4935.33,5934.51,5434.92,,1.0,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh,,,
2026-01-01,MANDI054,Wheat,180.5,80.0,1.0,2.26,,,,,,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh,,,
2026-01-01,MANDI055,Cotton,66.1,,1.0,,,,,,,Chandigarh APMC,Bareilly,Uttar Pradesh,,,
2026-01-01,MANDI055,Maize,,,,,2082.74,2593.6,2338.17,2090.0,1.0,Chandigarh APMC,Bareilly,Uttar Pradesh,248.17,11.87,0.0
2026-01-01,MANDI055,Wheat,,,,,,2392.64,2257.69,2275.0,1.0,Chandigarh APMC,Bareilly,Uttar Pradesh,-17.31,-0.76,1.0
2026-01-01,MANDI057,Cotton,123.37,75.0,1.0,1.64,,,,,,Gorakhpur APMC,Bareilly,Uttar Pradesh,,,
2026-01-01,MANDI057,Maize,,,,,2134.91,2353.06,2243.98,2090.0,1.0,Gorakhpur APMC,Bareilly,Uttar Pradesh,153.98,7.37,0.0
2026-01-01,MANDI057,Mustard,195.02,150.0,1.0,1.3,,,,,,Gorakhpur APMC,Bareilly,Uttar Pradesh,,,
2026-01-01,MANDI057,Wheat,,,,,2057.0,2516.39,2286.56,,1.0,Gorakhpur APMC,Bareilly,Uttar Pradesh,,,
2026-01-02,MANDI001,Maize,58.14,134.0,1.0,0.43,,,,,,Hyderabad Mandi,Ludhiana,Punjab,,,
2026-01-02,MANDI002,Maize,892.16,176.0,2.0,5.07,,,,,,Solapur Mandi,Ludhiana,Punjab,,,
2026-01-02,MANDI002,Sugarcane,485.14,56.0,1.0,8.66,3045.86,3621.19,3333.53,3500.0,1.0,Solapur Mandi,Ludhiana,Punjab,-166.47,-4.76,1.0
2026-01-02,MANDI002,Wheat,129.41,,1.0,,,,,,,Solapur Mandi,Ludhiana,Punjab,,,
2026-01-02,MANDI003,Sugarcane,207.78,68.0,1.0,3.06,3397.86,3717.0,3557.0,3500.0,1.0,Vijayawada Mandi,Ludhiana,Punjab,57.0,1.63,0.0
2026-01-02,MANDI003,Wheat,415.78,102.0,1.0,4.08,,,,,,Vijayawada Mandi,Ludhiana,Punjab,,,
2026-01-02,MANDI004,Cotton,289.72,,1.0,,,,,,,Khandwa Grain Market,Ludhiana,Punjab,,,
2026-01-02,MANDI004,Mustard,59.16,130.0,1.0,0.46,,,,,,Khandwa Grain Market,Ludhiana,Punjab,,,
2026-01-02,MANDI005,Wheat,,,,,2058.71,2320.25,2189.0,2275.0,1.0,Bhilwara Grain Market,Amritsar,Punjab,-86.0,-3.78,1.0
2026-01-02,MANDI007,Cotton,338.67,29.0,1.0,11.68,,,,,,Nashik Mandi,Amritsar,Punjab,,,
2026-01-02,MANDI007,Maize,,,,,1799.0,1980.19,1889.0,2090.0,1.0,Nashik Mandi,Amritsar,Punjab,-201.0,-9.62,1.0
2026-01-02,MANDI007,Sugarcane,,,,,3191.4,3835.43,3513.46,3500.0,2.0,Nashik Mandi,Amritsar,Punjab,13.46,0.38,0.0
2026-01-02,MANDI008,Cotton,65.72,43.0,1.0,1.53,,,,,,Bijapur Market,Amritsar,Punjab,,,
2026-01-02,MANDI008,Mustard,276.78,30.0,1.0,9.23,,6316.0,5861.7,,1.0,Bijapur Market,Amritsar,Punjab,,,
2026-01-02,MANDI008,Rice,410.08,36.0,1.0,11.39,1931.31,,2087.26,2183.0,1.0,Bijapur Market,Amritsar,Punjab,-95.74,-4.39,1.0
2026-01-02,MANDI008,Sugarcane,273.18,73.0,1.0,3.74,3320.0,3759.0,3539.44,3500.0,1.0,Bijapur Market,Amritsar,Punjab,39.44,1.13,0.0
2026-01-02,MANDI010,Cotton,186.7,16.0,1.0,11.67,,,,,,Dhule APMC,Jalandhar,Punjab,,,
2026-01-02,MANDI010,Maize,377.92,27.0,1.0,14.0,,,,,,Dhule APMC,Jalandhar,Punjab,,,
2026-01-02,MANDI010,Sugarcane,,,,,3498.0,3930.94,3714.65,,1.0,Dhule APMC,Jalandhar,Punjab,,,
2026-01-02,MANDI010,Wheat,,,,,1952.8,2083.0,2017.96,,1.0,Dhule APMC,Jalandhar,Punjab,,,
2026-01-02,MANDI011,Mustard,81.95,123.0,1.0,0.67,,,,,,Arrah Mandi,Patiala,Punjab,,,
2026-01-02,MANDI011,Sugarcane,227.69,83.0,1.0,2.74,,,,,,Arrah Mandi,Patiala,Punjab,,,
2026-01-02,MANDI013,Cotton,451.09,104.0,2.0,4.34,,,,,,Aurangabad Market,Patiala,Punjab,,,
2026-01-02,MANDI013,Rice,,,,,1993.11,2097.48,2045.29,,1.0,Aurangabad Market,Patiala,Punjab,,,
2026-01-02,MANDI014,Wheat,339.51,22.0,1.0,15.43,,,,,,Bathinda Grain Market,Patiala,Punjab,,,
2026-01-02,MANDI015,Cotton,188.14,58.0,1.0,3.24,,6619.95,6217.0,6620.0,1.0,Amravati Grain Market,Bathinda,Punjab,-403.0,-6.09,1.0
2026-01-02,MANDI015,Maize,298.93,116.0,2.0,2.58,2049.0,2376.19,2212.54,2090.0,1.0,Amravati Grain Market,Bathinda,Punjab,122.54,5.86,0.0
2026-01-02,MANDI015,Rice,37.46,8.0,1.0,4.68,,,,,,Amravati Grain Market,Bathinda,Punjab,,,
2026-01-02,MANDI017,Maize,405.37,,1.0,,,,,,,Parbhani Market,Unknown,Punjab,,,
2026-01-02,MANDI018,Sugarcane,441.51,53.0,1.0,8.33,,,,,,Jaunpur Mandi,Moga,Punjab,,,
2026-01-02,MANDI020,Sugarcane,329.57,145.0,1.0,2.27,,,,,,Kadapa Mandi,Ferozepur,Punjab,,,
2026-01-02,MANDI021,Rice,566.8,41.0,2.0,13.82,,,,,,Guna Mandi,Ferozepur,Punjab,,,
2026-01-02,MANDI021,Sugarcane,361.38,95.0,1.0,3.8,,,,,,Guna Mandi,Ferozepur,Punjab,,,
2026-01-02,MANDI021,Wheat,114.12,113.0,1.0,1.01,,,,,,Guna Mandi,Ferozepur,Punjab,,,
2026-01-02,MANDI022,Maize,445.72,140.0,2.0,3.18,,,,,,Eluru APMC,Karnal,Haryana,,,
2026-01-02,MANDI022,Mustard,131.92,,1.0,,,,,,,Eluru APMC,Karnal,Haryana,,,
2026-01-02,MANDI022,Sugarcane,431.37,111.0,1.0,3.89,,,,,,Eluru APMC,Karnal,Haryana,,,
2026-01-02,MANDI022,Wheat,,,,,2315.87,2677.49,2496.68,2275.0,1.0,Eluru APMC,Karnal,Haryana,221.68,9.74,0.0
2026-01-02,MANDI025,Cotton,715.99,226.0,2.0,3.17,,,,,,Dindigul APMC,Karnal,Haryana,,,
2026-01-02,MANDI025,Mustard,291.38,72.0,1.0,4.05,,,,,,Dindigul APMC,Karnal,Haryana,,,
2026-01-02,MANDI026,Wheat,183.07,,1.0,,,,,,,Tadipatri Mandi,Hisar,Haryana,,,
2026-01-02,MANDI027,Cotton,101.65,58.0,1.0,1.75,,,,,,Kochi APMC,Hisar,Haryana,,,
2026-01-02,MANDI027,Rice,671.35,11.0,2.0,61.03,,,,,,Kochi APMC,Hisar,Haryana,,,
2026-01-02,MANDI029,Cotton,143.51,84.0,1.0,1.71,,,,,,Asansol Grain Market,Sirsa,Haryana,,,
2026-01-02,MANDI029,Maize,311.41,102.0,1.0,3.05,,,,,,Asansol Grain Market,Sirsa,Haryana,,,
2026-01-02,MANDI029,Rice,302.32,7.0,1.0,43.19,,,,,,Asansol Grain Market,Sirsa,Haryana,,,
2026-01-02,MANDI029,Sugarcane,,,,,3391.57,3720.25,3555.91,3500.0,1.0,Asansol Grain Market,Sirsa,Haryana,55.91,1.6,0.0
2026-01-02,MANDI030,Cotton,127.8,94.0,1.0,1.36,,,,,,Patiala APMC,Sirsa,Haryana,,,
2026-01-02,MANDI030,Mustard,376.58,64.0,1.0,5.88,,,,,,Patiala APMC,Sirsa,Haryana,,,
2026-01-02,MANDI031,Cotton,,,,,5671.73,6777.3,6224.51,6620.0,1.0,Nangloi Jat Mandi,Sirsa,Haryana,-395.49,-5.97,1.0
2026-01-02,MANDI031,Mustard,106.12,134.0,1.0,0.79,,,,,,Nangloi Jat Mandi,Sirsa,Haryana,,,
2026-01-02,MANDI031,Wheat,,,,,2263.01,2793.46,2528.24,2275.0,2.0,Nangloi Jat Mandi,Sirsa,Haryana,253.24,11.13,0.0
2026-01-02,MANDI032,Cotton,297.17,147.0,2.0,2.02,,,,,,Chapra Grain Market,Unknown,Haryana,,,
2026-01-02,MANDI032,Rice,588.72,234.0,2.0,2.52,,,,,,Chapra Grain Market,Unknown,Haryana,,,
2026-01-02,MANDI032,Sugarcane,479.78,,1.0,,,,,,,Chapra Grain Market,Unknown,Haryana,,,
2026-01-02,MANDI033,Sugarcane,265.38,32.0,1.0,8.29,,,,,,South Dumdum Grain Market,Ambala,Haryana,,,
2026-01-02,MANDI035,Cotton,389.51,53.0,1.0,7.35,,,,,,Guntakal Mandi,Ambala,Haryana,,,
2026-01-02,MANDI035,Sugarcane,0.0,44.0,1.0,0.0,3572.95,4096.59,3834.77,3500.0,1.0,Guntakal Mandi,Ambala,Haryana,334.77,9.56,0.0
2026-01-02,MANDI036,Cotton,276.3,115.0,1.0,2.4,,,,,,Mysore Grain Market,Kurukshetra,Haryana,,,
2026-01-02,MANDI036,Mustard,273.15,117.0,1.0,2.33,,,,,,Mysore Grain Market,Kurukshetra,Haryana,,,
2026-01-02,MANDI036,Wheat,,,,,2377.75,2871.95,2624.85,2275.0,1.0,Mysore Grain Market,Kurukshetra,Haryana,349.85,15.38,0.0
2026-01-02,MANDI037,Cotton,149.94,78.0,1.0,1.92,,,,,,Jorhat Grain Market,Kurukshetra,Haryana,,,
2026-01-02,MANDI037,Mustard,54.71,32.0,1.0,1.71,,,,,,Jorhat Grain Market,Kurukshetra,Haryana,,,
2026-01-02,MANDI037,Sugarcane,365.55,,1.0,,,,,,,Jorhat Grain Market,Kurukshetra,Haryana,,,
2026-01-02,MANDI038,Wheat,765.34,,2.0,,,,,,,Jalandhar Mandi,Kurukshetra,Haryana,,,
2026-01-02,MANDI039,Mustard,460.01,76.0,2.0,6.05,,,,,,Anand Grain Market,Unknown,Haryana,,,
2026-01-02,MANDI040,Sugarcane,138.37,19.0,1.0,7.28,,,,,,Jodhpur Market,Fatehabad,Haryana,,,
2026-01-02,MANDI040,Wheat,178.77,29.0,1.0,6.16,,,,,,Jodhpur Market,Fatehabad,Haryana,,,
2026-01-02,MANDI041,Cotton,247.23,31.0,1.0,7.98,,,,,,Gurgaon Grain Market,Fatehabad,Haryana,,,
2026-01-02,MANDI041,Sugarcane,398.76,77.0,1.0,5.18,,,,,,Gurgaon Grain Market,Fatehabad,Haryana,,,
2026-01-02,MANDI041,Wheat,,,,,2131.54,2644.49,2388.0,2275.0,1.0,Gurgaon Grain Market,Fatehabad,Haryana,113.0,4.97,0.0
2026-01-02,MANDI042,Cotton,83.52,139.0,1.0,0.6,,,,,,Erode Mandi,Fatehabad,Haryana,,,
2026-01-02,MANDI042,Sugarcane,,,,,3323.72,4098.07,3710.8,3500.0,2.0,Erode Mandi,Fatehabad,Haryana,210.8,6.02,0.0
2026-01-02,MANDI043,Mustard,412.37,84.0,1.0,4.91,,,,,,Danapur Mandi,Agra,Uttar Pradesh,,,
2026-01-02,MANDI044,Cotton,413.03,99.0,1.0,4.17,,,,,,Dehri Mandi,Agra,Uttar Pradesh,,,
2026-01-02,MANDI045,Mustard,,,,,5774.12,6147.0,5960.43,5650.0,1.0,Farrukhabad Mandi,Meerut,Uttar Pradesh,310.43,5.49,0.0
2026-01-02,MANDI046,Cotton,,,,,5773.0,6543.54,6158.47,,1.0,Baranagar Market,Unknown,Uttar Pradesh,,,
2026-01-02,MANDI046,Mustard,343.72,91.0,1.0,3.78,,,,,,Baranagar Market,Unknown,Uttar Pradesh,,,
2026-01-02,MANDI046,Rice,180.11,82.0,1.0,2.2,,,,,,Baranagar Market,Unknown,Uttar Pradesh,,,
2026-01-02,MANDI046,Wheat,,,,,2217.0,2652.0,,2275.0,1.0,Baranagar Market,Unknown,Uttar Pradesh,,,
2026-01-02,MANDI047,Wheat,170.41,113.0,1.0,1.51,,,,,,Orai Market,Muzaffarnagar,Uttar Pradesh,,,
2026-01-02,MANDI048,Mustard,96.89,130.0,1.0,0.75,,,,,,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-02,MANDI049,Mustard,0.0,81.0,1.0,0.0,,,,,,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,,,
